epoch,train_mse,test_mse,train_r2,test_r2,lr
1717,0.00699780,0.01300244,0.99300218,0.98617607,0.00006250
1718,0.00712185,0.01313448,0.99287814,0.98600423,0.00006250
1719,0.00670733,0.01213496,0.99329269,0.98708427,0.00006250
1720,0.00682472,0.01240824,0.99317527,0.98679155,0.00006250
1721,0.00737287,0.01307237,0.99262708,0.98609918,0.00006250
1722,0.00779770,0.01362313,0.99220228,0.98552662,0.00006250
1723,0.00741275,0.01272138,0.99258721,0.98646569,0.00006250
1724,0.00718680,0.01299515,0.99281317,0.98616618,0.00006250
1725,0.00737725,0.01297517,0.99262273,0.98620081,0.00006250
1726,0.00746286,0.01307375,0.99253714,0.98610318,0.00006250
1727,0.00755389,0.01298162,0.99244612,0.98620015,0.00006250
1728,0.00679334,0.01255159,0.99320668,0.98664278,0.00006250
1729,0.00742453,0.01309140,0.99257547,0.98606396,0.00006250
1730,0.00660627,0.01275690,0.99339366,0.98640561,0.00006250
1731,0.00688026,0.01287512,0.99311978,0.98630369,0.00006250
1732,0.00727972,0.01318119,0.99272031,0.98598462,0.00006250
1733,0.00782297,0.01390742,0.99217701,0.98521101,0.00006250
1734,0.00700689,0.01279080,0.99299312,0.98637772,0.00006250
1735,0.00774039,0.01344842,0.99225962,0.98570275,0.00006250
1736,0.00660444,0.01247063,0.99339557,0.98670822,0.00006250
1737,0.00709608,0.01302528,0.99290389,0.98613983,0.00006250
1738,0.00725021,0.01289192,0.99274975,0.98629463,0.00006250
1739,0.00705674,0.01280923,0.99294329,0.98636097,0.00006250
1740,0.00703079,0.01285591,0.99296921,0.98630029,0.00006250
1741,0.00712864,0.01244421,0.99287140,0.98675919,0.00006250
1742,0.00707608,0.01289042,0.99292392,0.98628330,0.00006250
1743,0.00822741,0.01397268,0.99177265,0.98514551,0.00006250
1744,0.00700284,0.01289833,0.99299717,0.98627949,0.00006250
1745,0.00731707,0.01316372,0.99268287,0.98601305,0.00006250
1746,0.00738108,0.01330191,0.99261892,0.98584574,0.00006250
1747,0.00740103,0.01316246,0.99259895,0.98602360,0.00006250
1748,0.00713896,0.01281776,0.99286103,0.98636389,0.00006250
1749,0.00661193,0.01257861,0.99338806,0.98659247,0.00006250
1750,0.00744121,0.01298622,0.99255878,0.98618197,0.00006250
1751,0.00715037,0.01308478,0.99284959,0.98606396,0.00006250
1752,0.00734032,0.01305710,0.99265969,0.98613197,0.00006250
1753,0.00688932,0.01272406,0.99311072,0.98646480,0.00006250
1754,0.00718535,0.01290040,0.99281466,0.98627824,0.00006250
1755,0.00687256,0.01260164,0.99312747,0.98659396,0.00006250
1756,0.00684527,0.01244414,0.99315470,0.98675311,0.00006250
1757,0.00771264,0.01342762,0.99228740,0.98572546,0.00006250
1758,0.00739666,0.01288209,0.99260336,0.98630321,0.00006250
1759,0.00712479,0.01275021,0.99287522,0.98642725,0.00006250
1760,0.00667283,0.01239296,0.99332720,0.98679507,0.00006250
1761,0.00679626,0.01254401,0.99320376,0.98664504,0.00006250
1762,0.00688280,0.01290774,0.99311721,0.98625958,0.00006250
1763,0.00712297,0.01315352,0.99287707,0.98599660,0.00006250
1764,0.00722195,0.01265743,0.99277806,0.98653638,0.00006250
1765,0.00694947,0.01286504,0.99305058,0.98629427,0.00006250
1766,0.00819169,0.01394752,0.99180830,0.98521018,0.00006250
1767,0.00692810,0.01248368,0.99307191,0.98671633,0.00006250
1768,0.00732094,0.01328751,0.99267906,0.98585784,0.00006250
1769,0.00705517,0.01278918,0.99294478,0.98638034,0.00006250
1770,0.00694227,0.01294141,0.99305773,0.98622251,0.00006250
1771,0.00782998,0.01388330,0.99216998,0.98523200,0.00006250
1772,0.00700889,0.01291418,0.99299109,0.98626429,0.00006250
1773,0.00689830,0.01275733,0.99310172,0.98640907,0.00006250
1774,0.00688849,0.01284189,0.99311149,0.98632085,0.00006250
1775,0.00664524,0.01242035,0.99335468,0.98676938,0.00006250
1776,0.00679772,0.01230975,0.99320227,0.98688710,0.00006250
1777,0.00721904,0.01286391,0.99278098,0.98631847,0.00006250
1778,0.00750421,0.01342617,0.99249578,0.98572558,0.00006250
1779,0.00671500,0.01245909,0.99328500,0.98673081,0.00006250
1780,0.00707591,0.01262381,0.99292409,0.98655671,0.00006250
1781,0.00722332,0.01305477,0.99277669,0.98609310,0.00006250
1782,0.00711633,0.01293305,0.99288362,0.98623443,0.00006250
1783,0.00789300,0.01354454,0.99210697,0.98559749,0.00006250
1784,0.00724729,0.01291059,0.99275267,0.98628396,0.00006250
1785,0.00701882,0.01277097,0.99298120,0.98639745,0.00006250
1786,0.00668566,0.01247195,0.99331433,0.98670703,0.00006250
1787,0.00696117,0.01214546,0.99303883,0.98707116,0.00006250
1788,0.00776875,0.01334208,0.99223125,0.98583490,0.00006250
1789,0.00821292,0.01378534,0.99178708,0.98540878,0.00006250
1790,0.00693925,0.01276772,0.99306077,0.98640609,0.00006250
1791,0.00700453,0.01289857,0.99299550,0.98626661,0.00006250
1792,0.00707413,0.01275396,0.99292588,0.98643792,0.00006250
1793,0.00705986,0.01322500,0.99294019,0.98591268,0.00006250
1794,0.00682412,0.01244665,0.99317592,0.98674756,0.00006250
1795,0.00736579,0.01298804,0.99263424,0.98619878,0.00006250
1796,0.00684832,0.01278016,0.99315166,0.98639137,0.00006250
1797,0.00842258,0.01437755,0.99157739,0.98475778,0.00006250
1798,0.00666304,0.01232241,0.99333698,0.98688120,0.00006250
1799,0.00684796,0.01271488,0.99315202,0.98646152,0.00006250
1800,0.00724135,0.01306066,0.99275863,0.98609501,0.00006250
1801,0.00714635,0.01257328,0.99285364,0.98661751,0.00006250
1802,0.00685617,0.01263846,0.99314380,0.98655152,0.00006250
1803,0.00755256,0.01311531,0.99244744,0.98605216,0.00006250
1804,0.00685271,0.01271999,0.99314731,0.98645616,0.00006250
1805,0.00737843,0.01328251,0.99262154,0.98586500,0.00006250
1806,0.00699295,0.01261197,0.99300706,0.98656827,0.00006250
1807,0.00704835,0.01243063,0.99295163,0.98676711,0.00006250
1808,0.00754999,0.01330903,0.99245000,0.98585159,0.00006250
1809,0.00764320,0.01335180,0.99235684,0.98578680,0.00006250
1810,0.00749663,0.01314600,0.99250335,0.98604518,0.00006250
1811,0.00767298,0.01306139,0.99232697,0.98610508,0.00006250
1812,0.00753890,0.01313805,0.99246109,0.98603982,0.00006250
1813,0.00687110,0.01261718,0.99312890,0.98657590,0.00006250
1814,0.00665525,0.01232855,0.99334478,0.98687178,0.00006250
1815,0.00671207,0.01255641,0.99328792,0.98663414,0.00006250
1816,0.00701999,0.01304119,0.99298000,0.98610872,0.00006250
1817,0.00703825,0.01306998,0.99296176,0.98607999,0.00006250
1818,0.00708892,0.01325361,0.99291110,0.98589098,0.00006250
1819,0.00696337,0.01292055,0.99303663,0.98623931,0.00006250
1820,0.00792327,0.01334480,0.99207669,0.98579407,0.00006250
1821,0.00750720,0.01304355,0.99249279,0.98612076,0.00006250
1822,0.00694922,0.01253245,0.99305081,0.98665589,0.00006250
1823,0.00702975,0.01284057,0.99297029,0.98633265,0.00006250
1824,0.00713832,0.01309189,0.99286169,0.98606861,0.00006250
1825,0.00719250,0.01263913,0.99280751,0.98654616,0.00006250
1826,0.00698610,0.01292030,0.99301392,0.98623842,0.00006250
1827,0.00695808,0.01276205,0.99304187,0.98640752,0.00006250
1828,0.00675078,0.01260776,0.99324924,0.98656654,0.00006250
1829,0.00665118,0.01276103,0.99334884,0.98640645,0.00006250
1830,0.00725132,0.01280956,0.99274868,0.98636115,0.00006250
1831,0.00715134,0.01284468,0.99284863,0.98633677,0.00006250
1832,0.00687120,0.01243644,0.99312878,0.98676801,0.00006250
1833,0.00734629,0.01308451,0.99265373,0.98608410,0.00006250
1834,0.00714598,0.01298363,0.99285400,0.98617661,0.00006250
1835,0.00653175,0.01235239,0.99346823,0.98683995,0.00006250
1836,0.00740160,0.01299626,0.99259841,0.98618078,0.00006250
1837,0.00743810,0.01288669,0.99256194,0.98628545,0.00006250
1838,0.00692729,0.01251283,0.99307269,0.98667580,0.00006250
1839,0.00756765,0.01345748,0.99243236,0.98568475,0.00006250
1840,0.00731017,0.01308063,0.99268985,0.98609304,0.00006250
1841,0.00685102,0.01286223,0.99314898,0.98629785,0.00006250
1842,0.00688350,0.01236176,0.99311650,0.98684114,0.00006250
1843,0.00668540,0.01250533,0.99331462,0.98668724,0.00006250
1844,0.00729589,0.01314466,0.99270409,0.98598790,0.00006250
1845,0.00711901,0.01297889,0.99288100,0.98618156,0.00006250
1846,0.00692299,0.01300173,0.99307704,0.98614705,0.00006250
1847,0.00745248,0.01326119,0.99254751,0.98591989,0.00006250
1848,0.00703451,0.01312223,0.99296546,0.98603886,0.00006250
1849,0.00746706,0.01313187,0.99253291,0.98602825,0.00006250
1850,0.00675459,0.01285102,0.99324542,0.98631871,0.00006250
1851,0.00718590,0.01293696,0.99281406,0.98623300,0.00006250
1852,0.00693617,0.01265877,0.99306387,0.98651499,0.00006250
1853,0.00682307,0.01278501,0.99317694,0.98638356,0.00006250
1854,0.00712045,0.01293828,0.99287957,0.98623300,0.00006250
1855,0.00736494,0.01315377,0.99263501,0.98599833,0.00006250
1856,0.00789100,0.01408991,0.99210906,0.98500133,0.00006250
1857,0.00721613,0.01322467,0.99278384,0.98592591,0.00006250
1858,0.00740064,0.01340546,0.99259931,0.98574090,0.00006250
1859,0.00730804,0.01300830,0.99269199,0.98617375,0.00006250
1860,0.00730839,0.01312706,0.99269164,0.98605442,0.00006250
1861,0.00730365,0.01309084,0.99269640,0.98607415,0.00006250
1862,0.00679592,0.01253954,0.99320406,0.98665917,0.00006250
1863,0.00752642,0.01345870,0.99247360,0.98568958,0.00006250
1864,0.00653204,0.01229313,0.99346799,0.98689753,0.00006250
1865,0.00728214,0.01292520,0.99271786,0.98625809,0.00006250
1866,0.00766225,0.01339244,0.99233776,0.98576510,0.00006250
1867,0.00740426,0.01287770,0.99259573,0.98633015,0.00006250
1868,0.00683010,0.01261861,0.99316990,0.98657817,0.00006250
1869,0.00742060,0.01312887,0.99257940,0.98604429,0.00006250
1870,0.00739867,0.01315601,0.99260128,0.98602504,0.00006250
1871,0.00706879,0.01254605,0.99293125,0.98665893,0.00006250
1872,0.00699306,0.01285622,0.99300694,0.98630887,0.00006250
1873,0.00814280,0.01359252,0.99185717,0.98557478,0.00006250
1874,0.00714384,0.01299012,0.99285614,0.98617828,0.00006250
1875,0.00690621,0.01242327,0.99309379,0.98676503,0.00006250
1876,0.00688089,0.01295752,0.99311912,0.98620868,0.00006250
1877,0.00664992,0.01272488,0.99335003,0.98645282,0.00006250
1878,0.00696367,0.01264290,0.99303633,0.98653644,0.00006250
1879,0.00689216,0.01267825,0.99310780,0.98650944,0.00006250
1880,0.00714756,0.01274734,0.99285239,0.98645151,0.00006250
1881,0.00726162,0.01314716,0.99273837,0.98601156,0.00006250
1882,0.00688006,0.01276892,0.99311990,0.98639983,0.00006250
1883,0.00765167,0.01322582,0.99234831,0.98595083,0.00006250
1884,0.00703538,0.01314138,0.99296463,0.98601258,0.00006250
1885,0.00700939,0.01293559,0.99299061,0.98622358,0.00006250
1886,0.00688214,0.01251139,0.99311787,0.98668063,0.00006250
1887,0.00745049,0.01289059,0.99254948,0.98628044,0.00006250
1888,0.00702864,0.01284142,0.99297130,0.98632002,0.00006250
1889,0.00729541,0.01312765,0.99270457,0.98603922,0.00006250
1890,0.00745128,0.01346306,0.99254876,0.98568249,0.00006250
1891,0.00683162,0.01263544,0.99316841,0.98653787,0.00006250
1892,0.00717063,0.01312562,0.99282932,0.98603040,0.00006250
1893,0.00750619,0.01318245,0.99249381,0.98598224,0.00006250
1894,0.00696354,0.01270613,0.99303645,0.98647755,0.00006250
1895,0.00752006,0.01323506,0.99247992,0.98591393,0.00006250
1896,0.00687302,0.01270535,0.99312699,0.98648119,0.00006250
1897,0.00703219,0.01287105,0.99296784,0.98630357,0.00006250
1898,0.00755609,0.01309697,0.99244392,0.98610568,0.00006250
1899,0.00668495,0.01261619,0.99331504,0.98656046,0.00006250
1900,0.00677211,0.01259289,0.99322784,0.98659581,0.00006250
1901,0.00779622,0.01365585,0.99220383,0.98545021,0.00006250
1902,0.00714960,0.01270935,0.99285042,0.98648471,0.00006250
1903,0.00753546,0.01310012,0.99246454,0.98609269,0.00006250
1904,0.00706505,0.01275003,0.99293494,0.98642087,0.00006250
1905,0.00722542,0.01306459,0.99277455,0.98608750,0.00006250
1906,0.00685367,0.01276614,0.99314630,0.98640370,0.00006250
1907,0.00730036,0.01308891,0.99269962,0.98607016,0.00006250
1908,0.00722452,0.01287249,0.99277544,0.98630625,0.00006250
1909,0.00713821,0.01289927,0.99286181,0.98628318,0.00006250
1910,0.00660888,0.01244154,0.99339116,0.98675644,0.00006250
1911,0.00686965,0.01280452,0.99313033,0.98635805,0.00006250
1912,0.00675762,0.01274044,0.99324238,0.98642814,0.00006250
1913,0.00696360,0.01288550,0.99303639,0.98627102,0.00006250
1914,0.00694365,0.01262126,0.99305630,0.98656780,0.00006250
1915,0.00758475,0.01316864,0.99241519,0.98601723,0.00006250
1916,0.00727883,0.01298416,0.99272120,0.98618764,0.00006250
1917,0.00674778,0.01246904,0.99325228,0.98671567,0.00006250
1918,0.00724893,0.01297894,0.99275112,0.98618942,0.00006250
1919,0.00848409,0.01414538,0.99151587,0.98500228,0.00006250
1920,0.00710276,0.01275231,0.99289727,0.98642725,0.00006250
1921,0.00679320,0.01242488,0.99320680,0.98678374,0.00003125
1922,0.00684858,0.01264203,0.99315143,0.98654956,0.00003125
1923,0.00653206,0.01243592,0.99346793,0.98675966,0.00003125
1924,0.00703709,0.01293801,0.99296290,0.98623371,0.00003125
1925,0.00675575,0.01244542,0.99324429,0.98675740,0.00003125
1926,0.00678165,0.01241238,0.99321836,0.98679030,0.00003125
1927,0.00656998,0.01250414,0.99343002,0.98668867,0.00003125
1928,0.00690237,0.01273659,0.99309766,0.98645353,0.00003125
1929,0.00788480,0.01347897,0.99211520,0.98572218,0.00003125
1930,0.00712973,0.01291085,0.99287033,0.98626578,0.00003125
1931,0.00672825,0.01264342,0.99327177,0.98653936,0.00003125
1932,0.00690408,0.01278543,0.99309593,0.98640347,0.00003125
1933,0.00693358,0.01288698,0.99306643,0.98629105,0.00003125
1934,0.00658401,0.01254231,0.99341601,0.98663950,0.00003125
1935,0.00738236,0.01301625,0.99261761,0.98617524,0.00003125
1936,0.00652440,0.01215851,0.99347562,0.98705697,0.00003125
1937,0.00661943,0.01248029,0.99338055,0.98671436,0.00003125
1938,0.00651411,0.01247234,0.99348593,0.98671180,0.00003125
1939,0.00690260,0.01273034,0.99309742,0.98646635,0.00003125
1940,0.00677413,0.01272519,0.99322587,0.98646152,0.00003125
1941,0.00697192,0.01310934,0.99302810,0.98605812,0.00003125
1942,0.00683938,0.01262170,0.99316067,0.98656785,0.00003125
1943,0.00703034,0.01293276,0.99296963,0.98625159,0.00003125
1944,0.00710346,0.01309292,0.99289656,0.98607528,0.00003125
1945,0.00674377,0.01266746,0.99325621,0.98651069,0.00003125
1946,0.00663001,0.01241049,0.99337000,0.98678178,0.00003125
1947,0.00658573,0.01239385,0.99341428,0.98679936,0.00003125
1948,0.00747077,0.01342838,0.99252927,0.98572439,0.00003125
1949,0.00679715,0.01292214,0.99320281,0.98625231,0.00003125
1950,0.00663168,0.01263359,0.99336833,0.98654896,0.00003125
1951,0.00674851,0.01262100,0.99325144,0.98657328,0.00003125
1952,0.00684690,0.01284904,0.99315310,0.98632717,0.00003125
1953,0.00707351,0.01285061,0.99292648,0.98631060,0.00003125
1954,0.00743595,0.01313546,0.99256402,0.98602563,0.00003125
1955,0.00664760,0.01248285,0.99335241,0.98672146,0.00003125
1956,0.00754049,0.01333850,0.99245954,0.98583883,0.00003125
1957,0.00685453,0.01272380,0.99314547,0.98646796,0.00003125
1958,0.00648759,0.01240421,0.99351239,0.98679066,0.00003125
1959,0.00647134,0.01234164,0.99352866,0.98685795,0.00003125
1960,0.00673110,0.01279049,0.99326891,0.98638070,0.00003125
1961,0.00672702,0.01271079,0.99327296,0.98647225,0.00003125
1962,0.00641547,0.01237438,0.99358451,0.98682141,0.00003125
1963,0.00668539,0.01252708,0.99331462,0.98666620,0.00003125
1964,0.00699986,0.01287330,0.99300015,0.98630381,0.00003125
1965,0.00647951,0.01229422,0.99352050,0.98690301,0.00003125
1966,0.00645842,0.01217405,0.99354160,0.98702794,0.00003125
1967,0.00680932,0.01265318,0.99319071,0.98653054,0.00003125
1968,0.00681437,0.01273481,0.99318564,0.98645961,0.00003125
1969,0.00702134,0.01306508,0.99297863,0.98609793,0.00003125
1970,0.00676987,0.01271376,0.99323010,0.98645896,0.00003125
1971,0.00692957,0.01294544,0.99307042,0.98621792,0.00003125
1972,0.00685119,0.01273637,0.99314880,0.98646420,0.00003125
1973,0.00642566,0.01238042,0.99357432,0.98681492,0.00003125
1974,0.00660901,0.01262948,0.99339104,0.98656356,0.00003125
1975,0.00656882,0.01239382,0.99343115,0.98680472,0.00003125
1976,0.00655592,0.01245562,0.99344409,0.98674649,0.00003125
1977,0.00647865,0.01248620,0.99352133,0.98670185,0.00003125
1978,0.00660380,0.01269609,0.99339616,0.98648614,0.00003125
1979,0.00644274,0.01214854,0.99355727,0.98705900,0.00003125
1980,0.00657600,0.01269848,0.99342400,0.98648071,0.00003125
1981,0.00670155,0.01258603,0.99329841,0.98661470,0.00003125
1982,0.00668091,0.01261407,0.99331909,0.98658937,0.00003125
1983,0.00655676,0.01262122,0.99344319,0.98655701,0.00003125
1984,0.00696348,0.01284542,0.99303651,0.98634112,0.00003125
1985,0.00651759,0.01240003,0.99348241,0.98678869,0.00003125
1986,0.00689131,0.01295039,0.99310869,0.98621714,0.00003125
1987,0.00650159,0.01261531,0.99349844,0.98656720,0.00003125
1988,0.00728114,0.01329860,0.99271894,0.98584068,0.00003125
1989,0.00656278,0.01268825,0.99343723,0.98648882,0.00003125
1990,0.00637692,0.01249404,0.99362308,0.98668373,0.00003125
1991,0.00717732,0.01326614,0.99282271,0.98588657,0.00003125
1992,0.00638615,0.01264745,0.99361390,0.98652732,0.00003125
1993,0.00644368,0.01249461,0.99355632,0.98669332,0.00003125
1994,0.00700905,0.01299147,0.99299097,0.98617268,0.00003125
1995,0.00645995,0.01257340,0.99354005,0.98661512,0.00003125
1996,0.00631581,0.01231430,0.99368417,0.98688459,0.00003125
1997,0.00673321,0.01265773,0.99326676,0.98653245,0.00003125
1998,0.00699235,0.01308227,0.99300766,0.98608267,0.00003125
1999,0.00773286,0.01376087,0.99226713,0.98540795,0.00003125
2000,0.00685359,0.01291189,0.99314642,0.98626310,0.00003125
2001,0.00709235,0.01300532,0.99290764,0.98616195,0.00003125
2002,0.00642760,0.01228152,0.99357235,0.98692107,0.00003125
2003,0.00692030,0.01294274,0.99307972,0.98622918,0.00003125
2004,0.00673301,0.01291309,0.99326700,0.98626387,0.00003125
2005,0.00652469,0.01253563,0.99347532,0.98664016,0.00003125
2006,0.00709052,0.01306624,0.99290943,0.98610234,0.00003125
2007,0.00718518,0.01306863,0.99281484,0.98612380,0.00003125
2008,0.00687758,0.01283302,0.99312246,0.98634791,0.00003125
2009,0.00717138,0.01313528,0.99282861,0.98603529,0.00003125
2010,0.00657774,0.01247046,0.99342227,0.98672384,0.00003125
2011,0.00668253,0.01237175,0.99331754,0.98682773,0.00003125
2012,0.00707414,0.01281356,0.99292588,0.98636603,0.00003125
2013,0.00711529,0.01295757,0.99288470,0.98621845,0.00003125
2014,0.00666034,0.01265455,0.99333966,0.98652601,0.00003125
2015,0.00690334,0.01299145,0.99309671,0.98619151,0.00003125
2016,0.00662128,0.01266818,0.99337876,0.98651260,0.00003125
2017,0.00655834,0.01254442,0.99344164,0.98663574,0.00003125
2018,0.00683388,0.01283456,0.99316615,0.98634958,0.00003125
2019,0.00673661,0.01275873,0.99326342,0.98641968,0.00003125
2020,0.00696233,0.01293988,0.99303764,0.98621678,0.00003125
2021,0.00660356,0.01234622,0.99339640,0.98685312,0.00003125
2022,0.00679002,0.01269351,0.99320996,0.98649478,0.00003125
2023,0.00681095,0.01265199,0.99318910,0.98654979,0.00003125
2024,0.00672383,0.01266366,0.99327612,0.98651987,0.00003125
2025,0.00745460,0.01354497,0.99254543,0.98561382,0.00003125
2026,0.00711823,0.01308686,0.99288177,0.98608154,0.00003125
2027,0.00637764,0.01220281,0.99362236,0.98700154,0.00003125
2028,0.00646766,0.01245715,0.99353236,0.98673213,0.00003125
2029,0.00668297,0.01289713,0.99331701,0.98626924,0.00003125
2030,0.00700304,0.01294316,0.99299693,0.98623049,0.00003125
2031,0.00653422,0.01229071,0.99346578,0.98691481,0.00003125
2032,0.00729271,0.01329036,0.99270731,0.98588502,0.00003125
2033,0.00718882,0.01306602,0.99281114,0.98610437,0.00003125
2034,0.00696458,0.01284439,0.99303544,0.98632503,0.00003125
2035,0.00730341,0.01366705,0.99269664,0.98546678,0.00003125
2036,0.00692274,0.01289742,0.99307728,0.98627681,0.00003125
2037,0.00741822,0.01317166,0.99258173,0.98601246,0.00003125
2038,0.00690172,0.01288378,0.99309826,0.98629272,0.00003125
2039,0.00689552,0.01273827,0.99310446,0.98645544,0.00003125
2040,0.00652804,0.01253745,0.99347198,0.98664093,0.00003125
2041,0.00746535,0.01328676,0.99253464,0.98590988,0.00003125
2042,0.00696228,0.01284232,0.99303764,0.98634428,0.00003125
2043,0.00675174,0.01239583,0.99324828,0.98679394,0.00003125
2044,0.00740827,0.01319242,0.99259174,0.98598480,0.00003125
2045,0.00665746,0.01272848,0.99334258,0.98644972,0.00003125
2046,0.00657432,0.01273514,0.99342567,0.98643774,0.00003125
2047,0.00684192,0.01290257,0.99315810,0.98627520,0.00003125
2048,0.00678185,0.01275797,0.99321818,0.98642951,0.00003125
2049,0.00688705,0.01290683,0.99311298,0.98626930,0.00003125
2050,0.00646020,0.01271119,0.99353981,0.98646754,0.00003125
2051,0.00675224,0.01250960,0.99324775,0.98670101,0.00003125
2052,0.00670196,0.01299407,0.99329805,0.98617351,0.00003125
2053,0.00685533,0.01301358,0.99314469,0.98615187,0.00003125
2054,0.00700960,0.01293589,0.99299037,0.98625576,0.00003125
2055,0.00652187,0.01272297,0.99347812,0.98644882,0.00003125
2056,0.00692678,0.01299429,0.99307323,0.98616707,0.00003125
2057,0.00660854,0.01281605,0.99339145,0.98635924,0.00003125
2058,0.00663536,0.01252888,0.99336463,0.98665142,0.00003125
2059,0.00647813,0.01238958,0.99352181,0.98680186,0.00003125
2060,0.00660778,0.01282512,0.99339217,0.98634815,0.00003125
2061,0.00644702,0.01269395,0.99355298,0.98648745,0.00003125
2062,0.00661701,0.01259878,0.99338299,0.98657459,0.00003125
2063,0.00673700,0.01266348,0.99326301,0.98651791,0.00003125
2064,0.00661967,0.01236797,0.99338031,0.98684239,0.00003125
2065,0.00721592,0.01325340,0.99278408,0.98590589,0.00003125
2066,0.00640680,0.01238108,0.99359322,0.98681676,0.00003125
2067,0.00679338,0.01278647,0.99320656,0.98639911,0.00003125
2068,0.00642277,0.01224852,0.99357724,0.98695254,0.00003125
2069,0.00718664,0.01298648,0.99281335,0.98621351,0.00003125
2070,0.00647401,0.01240230,0.99352598,0.98679680,0.00003125
2071,0.00648164,0.01261447,0.99351835,0.98656785,0.00003125
2072,0.00635348,0.01261702,0.99364650,0.98655546,0.00003125
2073,0.00643375,0.01242013,0.99356627,0.98677236,0.00003125
2074,0.00670380,0.01257185,0.99329621,0.98661673,0.00003125
2075,0.00734853,0.01339518,0.99265146,0.98576629,0.00003125
2076,0.00669121,0.01271580,0.99330884,0.98646206,0.00003125
2077,0.00647507,0.01243328,0.99352497,0.98676032,0.00003125
2078,0.00705937,0.01298518,0.99294066,0.98618060,0.00003125
2079,0.00706082,0.01306231,0.99293917,0.98611122,0.00003125
2080,0.00667981,0.01255068,0.99332017,0.98664308,0.00003125
2081,0.00702054,0.01298221,0.99297953,0.98619103,0.00003125
2082,0.00734028,0.01297003,0.99265969,0.98622936,0.00003125
2083,0.00654545,0.01249587,0.99345452,0.98669881,0.00003125
2084,0.00672296,0.01276155,0.99327701,0.98643416,0.00003125
2085,0.00654666,0.01252022,0.99345332,0.98668194,0.00003125
2086,0.00684603,0.01292761,0.99315399,0.98626530,0.00003125
2087,0.00675111,0.01282231,0.99324882,0.98634154,0.00003125
2088,0.00674000,0.01281868,0.99326003,0.98635817,0.00003125
2089,0.00673926,0.01279597,0.99326068,0.98638600,0.00003125
2090,0.00665269,0.01247437,0.99334735,0.98672557,0.00003125
2091,0.00677220,0.01280040,0.99322778,0.98636931,0.00003125
2092,0.00701961,0.01286119,0.99298036,0.98631603,0.00003125
2093,0.00638331,0.01228132,0.99361670,0.98691583,0.00003125
2094,0.00719571,0.01323038,0.99280429,0.98593491,0.00003125
2095,0.00641216,0.01250301,0.99358785,0.98668104,0.00003125
2096,0.00673004,0.01288920,0.99326998,0.98628426,0.00003125
2097,0.00662888,0.01273335,0.99337113,0.98643959,0.00003125
2098,0.00679011,0.01292315,0.99320984,0.98624885,0.00003125
2099,0.00671103,0.01274573,0.99328893,0.98642820,0.00003125
2100,0.00635472,0.01230357,0.99364531,0.98688960,0.00003125
2101,0.00672538,0.01265312,0.99327463,0.98654073,0.00003125
2102,0.00635655,0.01251827,0.99364346,0.98666281,0.00003125
2103,0.00674658,0.01292048,0.99325347,0.98625374,0.00003125
2104,0.00689447,0.01289462,0.99310547,0.98629147,0.00003125
2105,0.00665554,0.01265321,0.99334443,0.98653620,0.00003125
2106,0.00641234,0.01222514,0.99358767,0.98698461,0.00003125
2107,0.00690071,0.01300825,0.99309927,0.98614728,0.00003125
2108,0.00659749,0.01251375,0.99340248,0.98668563,0.00003125
2109,0.00666499,0.01266205,0.99333507,0.98652589,0.00003125
2110,0.00642179,0.01242940,0.99357820,0.98676580,0.00003125
2111,0.00628857,0.01237041,0.99371147,0.98681796,0.00003125
2112,0.00660500,0.01268164,0.99339503,0.98650360,0.00003125
2113,0.00672607,0.01279432,0.99327391,0.98638111,0.00003125
2114,0.00701096,0.01312506,0.99298906,0.98602378,0.00003125
2115,0.00673444,0.01271429,0.99326551,0.98647946,0.00003125
2116,0.00797722,0.01380819,0.99202275,0.98535305,0.00003125
2117,0.00673195,0.01300621,0.99326801,0.98615694,0.00003125
2118,0.00697113,0.01308477,0.99302888,0.98607135,0.00003125
2119,0.00660404,0.01275750,0.99339598,0.98642254,0.00003125
2120,0.00679223,0.01257725,0.99320781,0.98661947,0.00003125
2121,0.00655239,0.01267852,0.99344760,0.98650193,0.00003125
2122,0.00638825,0.01241955,0.99361175,0.98677230,0.00001563
2123,0.00683712,0.01275208,0.99316287,0.98642653,0.00001563
2124,0.00669963,0.01263632,0.99330038,0.98655677,0.00001563
2125,0.00690702,0.01281599,0.99309295,0.98637718,0.00001563
2126,0.00653131,0.01250489,0.99346870,0.98668420,0.00001563
2127,0.00648942,0.01257195,0.99351060,0.98660892,0.00001563
2128,0.00630032,0.01233757,0.99369967,0.98685992,0.00001563
2129,0.00650371,0.01239656,0.99349630,0.98680311,0.00001563
2130,0.00619538,0.01223343,0.99380457,0.98697066,0.00001563
2131,0.00630647,0.01256754,0.99369353,0.98661667,0.00001563
2132,0.00631975,0.01244954,0.99368024,0.98674393,0.00001563
2133,0.00631716,0.01250675,0.99368286,0.98667222,0.00001563
2134,0.00634004,0.01232062,0.99365997,0.98687559,0.00001563
2135,0.00699616,0.01289278,0.99300385,0.98629737,0.00001563
2136,0.00640238,0.01242765,0.99359763,0.98676914,0.00001563
2137,0.00638196,0.01243750,0.99361801,0.98675752,0.00001563
2138,0.00719602,0.01298097,0.99280399,0.98619902,0.00001563
2139,0.00646267,0.01238896,0.99353731,0.98680377,0.00001563
