epoch,train_mse,test_mse,train_r2,test_r2,lr
867,0.01008604,0.01419186,0.98991394,0.98492873,0.00050000
868,0.01007845,0.01368005,0.98992157,0.98546672,0.00050000
869,0.00937146,0.01394186,0.99062854,0.98518658,0.00025000
870,0.00922601,0.01364135,0.99077404,0.98553121,0.00025000
871,0.00882797,0.01346952,0.99117202,0.98566628,0.00025000
872,0.00885621,0.01348487,0.99114376,0.98566777,0.00025000
873,0.00842938,0.01286859,0.99157065,0.98632586,0.00025000
874,0.00832214,0.01281522,0.99167788,0.98637217,0.00025000
875,0.00873267,0.01316355,0.99126732,0.98600376,0.00025000
876,0.00883075,0.01319597,0.99116921,0.98596919,0.00025000
877,0.01007337,0.01445610,0.98992664,0.98464811,0.00025000
878,0.00905589,0.01357950,0.99094409,0.98559916,0.00025000
879,0.01049706,0.01464280,0.98950297,0.98444486,0.00025000
880,0.00961151,0.01430279,0.99038851,0.98478943,0.00025000
881,0.00876217,0.01335553,0.99123782,0.98579150,0.00025000
882,0.00935882,0.01386937,0.99064118,0.98526710,0.00025000
883,0.00838097,0.01310785,0.99161899,0.98605871,0.00025000
884,0.00822227,0.01313661,0.99177772,0.98601729,0.00025000
885,0.00904269,0.01370492,0.99095726,0.98542345,0.00025000
886,0.00928389,0.01408023,0.99071610,0.98506558,0.00025000
887,0.00847416,0.01349564,0.99152583,0.98565531,0.00025000
888,0.00867397,0.01376372,0.99132597,0.98538023,0.00025000
889,0.00875738,0.01352253,0.99124259,0.98560941,0.00025000
890,0.00919737,0.01389632,0.99080265,0.98523349,0.00025000
891,0.00859046,0.01324418,0.99140954,0.98591584,0.00025000
892,0.00862833,0.01335565,0.99137163,0.98578262,0.00025000
893,0.00857769,0.01319774,0.99142230,0.98595744,0.00025000
894,0.00859163,0.01317923,0.99140835,0.98597538,0.00025000
895,0.00952609,0.01386302,0.99047387,0.98525155,0.00025000
896,0.00901225,0.01333070,0.99098778,0.98582262,0.00025000
897,0.00852195,0.01310095,0.99147803,0.98607606,0.00025000
898,0.00881621,0.01319115,0.99118382,0.98597497,0.00025000
899,0.00873978,0.01321975,0.99126023,0.98594344,0.00025000
900,0.00960983,0.01455408,0.99039018,0.98454022,0.00025000
901,0.00932802,0.01380214,0.99067199,0.98536813,0.00025000
902,0.00897899,0.01345842,0.99102104,0.98571664,0.00025000
903,0.00879745,0.01273663,0.99120253,0.98646158,0.00025000
904,0.00840775,0.01306403,0.99159229,0.98611802,0.00025000
905,0.00867519,0.01331987,0.99132478,0.98582828,0.00025000
906,0.00910421,0.01386882,0.99089581,0.98526990,0.00025000
907,0.00875297,0.01305530,0.99124700,0.98612905,0.00025000
908,0.00852833,0.01313061,0.99147165,0.98604786,0.00025000
909,0.00844627,0.01334058,0.99155378,0.98580050,0.00025000
910,0.00833918,0.01315309,0.99166077,0.98600155,0.00025000
911,0.00949372,0.01396478,0.99050629,0.98517752,0.00025000
912,0.00899596,0.01365839,0.99100405,0.98548436,0.00025000
913,0.00932084,0.01431155,0.99067914,0.98479962,0.00025000
914,0.00867802,0.01319433,0.99132198,0.98597038,0.00025000
915,0.00826772,0.01290093,0.99173230,0.98626900,0.00025000
916,0.00920341,0.01414933,0.99079657,0.98495126,0.00025000
917,0.00848272,0.01350905,0.99151725,0.98563355,0.00025000
918,0.00810051,0.01291011,0.99189949,0.98625964,0.00025000
919,0.00833270,0.01285894,0.99166727,0.98632240,0.00025000
920,0.00877669,0.01348745,0.99122328,0.98567277,0.00025000
921,0.00929103,0.01383549,0.99070895,0.98532403,0.00025000
922,0.00913296,0.01379735,0.99086708,0.98530221,0.00025000
923,0.00884186,0.01376642,0.99115813,0.98537016,0.00025000
924,0.00846305,0.01294456,0.99153697,0.98622793,0.00025000
925,0.00861337,0.01317770,0.99138665,0.98598832,0.00025000
926,0.00880166,0.01315894,0.99119830,0.98601872,0.00025000
927,0.00876882,0.01334091,0.99123120,0.98580766,0.00025000
928,0.00893158,0.01349503,0.99106836,0.98565775,0.00025000
929,0.00865199,0.01355819,0.99134803,0.98557520,0.00025000
930,0.00908076,0.01343423,0.99091923,0.98571789,0.00025000
931,0.00854785,0.01304048,0.99145216,0.98612893,0.00025000
932,0.01010133,0.01508432,0.98989868,0.98398221,0.00025000
933,0.00939029,0.01413643,0.99060977,0.98498738,0.00025000
934,0.00862788,0.01312737,0.99137211,0.98605394,0.00025000
935,0.00851208,0.01311232,0.99148798,0.98605508,0.00025000
936,0.00872913,0.01292348,0.99127090,0.98625374,0.00025000
937,0.00961844,0.01484600,0.99038154,0.98418248,0.00025000
938,0.00867558,0.01327022,0.99132442,0.98590493,0.00025000
939,0.00875666,0.01306132,0.99124336,0.98611122,0.00025000
940,0.00875340,0.01324052,0.99124658,0.98594111,0.00025000
941,0.00853254,0.01267797,0.99146748,0.98651433,0.00025000
942,0.00885872,0.01377762,0.99114126,0.98535156,0.00025000
943,0.00862162,0.01322074,0.99137843,0.98595828,0.00025000
944,0.01039788,0.01539282,0.98960215,0.98365772,0.00025000
945,0.00819635,0.01308450,0.99180365,0.98608148,0.00025000
946,0.00891049,0.01358849,0.99108958,0.98553497,0.00025000
947,0.00869333,0.01293951,0.99130666,0.98626852,0.00025000
948,0.00844377,0.01352612,0.99155623,0.98563111,0.00025000
949,0.00818904,0.01264071,0.99181098,0.98655790,0.00025000
950,0.00948319,0.01414327,0.99051684,0.98496580,0.00025000
951,0.00863376,0.01291538,0.99136621,0.98624903,0.00025000
952,0.00963595,0.01458243,0.99036402,0.98447424,0.00025000
953,0.00850167,0.01314952,0.99149835,0.98601401,0.00025000
954,0.00814257,0.01305925,0.99185741,0.98609686,0.00025000
955,0.00964828,0.01456930,0.99035174,0.98454553,0.00025000
956,0.00849919,0.01300959,0.99150074,0.98616397,0.00025000
957,0.00847909,0.01329086,0.99152088,0.98586482,0.00025000
958,0.00815188,0.01272863,0.99184811,0.98645854,0.00025000
959,0.00828837,0.01284669,0.99171162,0.98635411,0.00025000
960,0.00940237,0.01418852,0.99059761,0.98491126,0.00025000
961,0.00802890,0.01272759,0.99197108,0.98647094,0.00025000
962,0.00924641,0.01378661,0.99075365,0.98533416,0.00025000
963,0.00892070,0.01379987,0.99107933,0.98534638,0.00025000
964,0.00813910,0.01294531,0.99186087,0.98623484,0.00025000
965,0.00962279,0.01451365,0.99037719,0.98457301,0.00025000
966,0.00863932,0.01331164,0.99136066,0.98583949,0.00025000
967,0.00819211,0.01293328,0.99180794,0.98623747,0.00025000
968,0.00847132,0.01317503,0.99152869,0.98597956,0.00025000
969,0.00833760,0.01301663,0.99166238,0.98616445,0.00025000
970,0.00904906,0.01358234,0.99095094,0.98556507,0.00025000
971,0.00936801,0.01430047,0.99063206,0.98477626,0.00025000
972,0.00930373,0.01391754,0.99069625,0.98519731,0.00025000
973,0.00914975,0.01377928,0.99085027,0.98532909,0.00025000
974,0.00900999,0.01374583,0.99098998,0.98537511,0.00025000
975,0.00875353,0.01314588,0.99124646,0.98602033,0.00025000
976,0.00835500,0.01314818,0.99164504,0.98602742,0.00025000
977,0.00908695,0.01366780,0.99091303,0.98549104,0.00025000
978,0.00849576,0.01313939,0.99150425,0.98602414,0.00025000
979,0.00843453,0.01327308,0.99156547,0.98587507,0.00025000
980,0.00924321,0.01381683,0.99075675,0.98529929,0.00025000
981,0.00850419,0.01312694,0.99149579,0.98603332,0.00025000
982,0.00825138,0.01280616,0.99174863,0.98638201,0.00025000
983,0.00884050,0.01383840,0.99115950,0.98528230,0.00025000
984,0.01014450,0.01475471,0.98985553,0.98431879,0.00025000
985,0.00806619,0.01298929,0.99193382,0.98617661,0.00025000
986,0.00896003,0.01379878,0.99103999,0.98532993,0.00025000
987,0.00907200,0.01366528,0.99092793,0.98549664,0.00025000
988,0.00825749,0.01245420,0.99174249,0.98675418,0.00025000
989,0.00823908,0.01281641,0.99176091,0.98636973,0.00025000
990,0.00837971,0.01306672,0.99162030,0.98610204,0.00025000
991,0.00881076,0.01358885,0.99118924,0.98555374,0.00025000
992,0.00856104,0.01344688,0.99143893,0.98571992,0.00025000
993,0.00868755,0.01331689,0.99131244,0.98585784,0.00025000
994,0.00893108,0.01359665,0.99106890,0.98555148,0.00025000
995,0.00920365,0.01402554,0.99079633,0.98512006,0.00025000
996,0.00906874,0.01442081,0.99093127,0.98469150,0.00025000
997,0.00896960,0.01391504,0.99103045,0.98522156,0.00025000
998,0.00836744,0.01361197,0.99163252,0.98551506,0.00025000
999,0.00994724,0.01485187,0.99005276,0.98420161,0.00025000
1000,0.00857475,0.01342685,0.99142522,0.98572326,0.00025000
1001,0.00877610,0.01359345,0.99122393,0.98554236,0.00025000
1002,0.00874226,0.01336800,0.99125773,0.98576272,0.00025000
1003,0.00955833,0.01460970,0.99044168,0.98451018,0.00025000
1004,0.00936966,0.01410298,0.99063033,0.98504078,0.00025000
1005,0.00967661,0.01437940,0.99032342,0.98472309,0.00025000
1006,0.00896260,0.01377263,0.99103737,0.98533428,0.00025000
1007,0.00828945,0.01343305,0.99171054,0.98570538,0.00025000
1008,0.00931141,0.01425129,0.99068856,0.98484522,0.00025000
1009,0.00868944,0.01355658,0.99131048,0.98559278,0.00025000
1010,0.00868384,0.01362548,0.99131620,0.98551309,0.00025000
1011,0.00898127,0.01373304,0.99101871,0.98543638,0.00025000
1012,0.00936131,0.01435968,0.99063867,0.98472703,0.00025000
1013,0.00958784,0.01462827,0.99041218,0.98446369,0.00025000
1014,0.00984018,0.01524909,0.99015981,0.98379105,0.00025000
1015,0.00929378,0.01428566,0.99070621,0.98482233,0.00025000
1016,0.00811957,0.01316884,0.99188042,0.98598534,0.00025000
1017,0.00853398,0.01360690,0.99146605,0.98552907,0.00025000
1018,0.00839482,0.01319094,0.99160522,0.98597527,0.00025000
1019,0.00859646,0.01343835,0.99140352,0.98570818,0.00025000
1020,0.00903153,0.01407703,0.99096847,0.98503518,0.00025000
1021,0.00869849,0.01348476,0.99130154,0.98568994,0.00025000
1022,0.00865228,0.01301000,0.99134767,0.98615950,0.00025000
1023,0.01023672,0.01522273,0.98976332,0.98388475,0.00025000
1024,0.00826534,0.01299481,0.99173462,0.98619431,0.00025000
1025,0.00972085,0.01459011,0.99027920,0.98452497,0.00025000
1026,0.00827200,0.01318040,0.99172801,0.98598576,0.00025000
1027,0.00883745,0.01363146,0.99116254,0.98550302,0.00025000
1028,0.00886058,0.01331019,0.99113941,0.98583519,0.00025000
1029,0.00868770,0.01346294,0.99131227,0.98568606,0.00025000
1030,0.00891509,0.01402113,0.99108493,0.98510867,0.00025000
1031,0.00833508,0.01310551,0.99166495,0.98605710,0.00025000
1032,0.00806541,0.01283684,0.99193460,0.98636132,0.00025000
1033,0.00818400,0.01325972,0.99181598,0.98590815,0.00025000
1034,0.00947427,0.01447918,0.99052572,0.98459774,0.00025000
1035,0.00982539,0.01435863,0.99017459,0.98474741,0.00025000
1036,0.00922587,0.01419620,0.99077415,0.98490334,0.00025000
1037,0.00912205,0.01437252,0.99087793,0.98473227,0.00025000
1038,0.00930489,0.01421094,0.99069512,0.98487842,0.00025000
1039,0.00893161,0.01398757,0.99106836,0.98514295,0.00025000
1040,0.00848419,0.01366824,0.99151582,0.98545986,0.00025000
1041,0.00817370,0.01293870,0.99182630,0.98623264,0.00025000
1042,0.00952350,0.01436520,0.99047655,0.98475468,0.00025000
1043,0.00835998,0.01349998,0.99163997,0.98565710,0.00025000
1044,0.00891001,0.01364700,0.99109006,0.98548752,0.00025000
1045,0.00836997,0.01361851,0.99163008,0.98550326,0.00025000
1046,0.00942539,0.01412038,0.99057460,0.98500115,0.00025000
1047,0.00869594,0.01382689,0.99130404,0.98528630,0.00025000
1048,0.00822608,0.01266770,0.99177390,0.98651862,0.00025000
1049,0.00933733,0.01378391,0.99066269,0.98533756,0.00025000
1050,0.00905004,0.01386018,0.99094999,0.98527300,0.00025000
1051,0.00813207,0.01286964,0.99186796,0.98630106,0.00025000
1052,0.00926856,0.01422266,0.99073148,0.98488778,0.00025000
1053,0.00852072,0.01360317,0.99147928,0.98553663,0.00025000
1054,0.00934224,0.01410071,0.99065775,0.98502505,0.00025000
1055,0.00989106,0.01510194,0.99010897,0.98393261,0.00025000
1056,0.00904997,0.01415948,0.99095005,0.98493665,0.00025000
1057,0.00852541,0.01345435,0.99147463,0.98567551,0.00025000
1058,0.00859737,0.01340476,0.99140263,0.98574936,0.00025000
1059,0.00854350,0.01344597,0.99145651,0.98568863,0.00025000
1060,0.00837194,0.01335481,0.99162811,0.98580891,0.00025000
1061,0.00871792,0.01346323,0.99128211,0.98567545,0.00025000
1062,0.00887882,0.01352451,0.99112123,0.98563379,0.00025000
1063,0.00845670,0.01342311,0.99154329,0.98574817,0.00025000
1064,0.00867037,0.01331318,0.99132961,0.98584569,0.00025000
1065,0.00994254,0.01534031,0.99005747,0.98369914,0.00025000
1066,0.00885279,0.01383374,0.99114722,0.98528284,0.00025000
1067,0.00882926,0.01370139,0.99117076,0.98545992,0.00025000
1068,0.00874047,0.01373306,0.99125957,0.98541057,0.00025000
1069,0.00832374,0.01358507,0.99167627,0.98553175,0.00025000
1070,0.00857938,0.01389325,0.99142063,0.98520494,0.00025000
1071,0.00930525,0.01458093,0.99069476,0.98452240,0.00025000
1072,0.00821272,0.01275271,0.99178731,0.98643392,0.00025000
1073,0.00963075,0.01425217,0.99036926,0.98488015,0.00025000
1074,0.00873098,0.01314998,0.99126899,0.98603326,0.00025000
1075,0.00898173,0.01390724,0.99101830,0.98520505,0.00025000
1076,0.00841579,0.01334524,0.99158418,0.98580420,0.00025000
1077,0.00921793,0.01386675,0.99078202,0.98527247,0.00025000
1078,0.00834714,0.01364299,0.99165285,0.98547786,0.00025000
1079,0.00955369,0.01408196,0.99044633,0.98505855,0.00025000
1080,0.00870671,0.01352128,0.99129331,0.98562145,0.00025000
1081,0.01020789,0.01501449,0.98979211,0.98412955,0.00025000
1082,0.00883201,0.01360632,0.99116796,0.98552465,0.00025000
1083,0.00921971,0.01382229,0.99078023,0.98530471,0.00025000
1084,0.00910389,0.01422165,0.99089611,0.98486942,0.00025000
1085,0.00872896,0.01382803,0.99127102,0.98532557,0.00025000
1086,0.00836623,0.01288524,0.99163377,0.98630559,0.00025000
1087,0.00841456,0.01337219,0.99158543,0.98577315,0.00025000
1088,0.00849926,0.01320405,0.99150074,0.98597080,0.00025000
1089,0.01028742,0.01477394,0.98971260,0.98430699,0.00025000
1090,0.00925745,0.01412384,0.99074250,0.98496532,0.00025000
1091,0.00927735,0.01379504,0.99072266,0.98534340,0.00025000
1092,0.00868659,0.01352782,0.99131346,0.98562133,0.00025000
1093,0.00956635,0.01432360,0.99043363,0.98480594,0.00025000
1094,0.00800076,0.01329176,0.99199927,0.98585111,0.00025000
1095,0.00918506,0.01399316,0.99081492,0.98516250,0.00025000
1096,0.00965143,0.01425661,0.99034858,0.98483384,0.00025000
1097,0.00880528,0.01389190,0.99119473,0.98526371,0.00025000
1098,0.00867856,0.01342461,0.99132144,0.98571271,0.00025000
1099,0.00880133,0.01376227,0.99119866,0.98538965,0.00025000
1100,0.00873928,0.01343935,0.99126071,0.98573017,0.00025000
1101,0.00920363,0.01382345,0.99079633,0.98531145,0.00025000
1102,0.00932602,0.01443213,0.99067396,0.98464423,0.00025000
1103,0.01021372,0.01479742,0.98978627,0.98434126,0.00025000
1104,0.00952148,0.01418246,0.99047852,0.98492628,0.00025000
1105,0.00881536,0.01343669,0.99118471,0.98569703,0.00025000
1106,0.00915265,0.01442948,0.99084735,0.98467153,0.00025000
1107,0.00847349,0.01318049,0.99152654,0.98599637,0.00025000
1108,0.00918710,0.01389364,0.99081290,0.98521984,0.00025000
1109,0.00902815,0.01350439,0.99097186,0.98566455,0.00025000
1110,0.00882402,0.01350866,0.99117601,0.98567110,0.00025000
1111,0.01088222,0.01551946,0.98911774,0.98356062,0.00025000
1112,0.00912370,0.01349587,0.99087632,0.98563468,0.00025000
1113,0.00876090,0.01345538,0.99123907,0.98569906,0.00025000
1114,0.00845431,0.01281751,0.99154568,0.98636329,0.00025000
1115,0.00868168,0.01345654,0.99131835,0.98568201,0.00025000
1116,0.00819990,0.01280057,0.99180013,0.98639244,0.00025000
1117,0.00874694,0.01315411,0.99125302,0.98600143,0.00025000
1118,0.00882584,0.01362312,0.99117416,0.98550010,0.00025000
1119,0.00925586,0.01392962,0.99074411,0.98519731,0.00025000
1120,0.00868422,0.01329211,0.99131584,0.98589724,0.00025000
1121,0.00910525,0.01382709,0.99089473,0.98530734,0.00025000
1122,0.00846977,0.01327712,0.99153018,0.98586428,0.00025000
1123,0.00882088,0.01367230,0.99117911,0.98545837,0.00025000
1124,0.00930757,0.01381635,0.99069244,0.98531729,0.00025000
1125,0.00952518,0.01454962,0.99047482,0.98452902,0.00025000
1126,0.00955500,0.01413687,0.99044502,0.98495048,0.00025000
1127,0.00921307,0.01353484,0.99078691,0.98562020,0.00025000
1128,0.00877188,0.01368469,0.99122810,0.98544550,0.00025000
1129,0.00841317,0.01300452,0.99158686,0.98618007,0.00025000
1130,0.00949214,0.01402684,0.99050790,0.98514760,0.00025000
1131,0.01007455,0.01500087,0.98992544,0.98405647,0.00025000
1132,0.00882545,0.01335216,0.99117458,0.98581183,0.00025000
1133,0.00824692,0.01335765,0.99175304,0.98578292,0.00025000
1134,0.00815463,0.01284466,0.99184537,0.98633462,0.00025000
1135,0.00897191,0.01325768,0.99102807,0.98592234,0.00025000
1136,0.00868096,0.01317588,0.99131906,0.98600036,0.00025000
1137,0.00902097,0.01394215,0.99097908,0.98516691,0.00025000
1138,0.00931402,0.01412719,0.99068594,0.98498458,0.00025000
1139,0.00952112,0.01395761,0.99047887,0.98519027,0.00025000
1140,0.00950275,0.01442110,0.99049723,0.98467278,0.00025000
1141,0.00941407,0.01420215,0.99058592,0.98494506,0.00025000
1142,0.00830705,0.01278834,0.99169290,0.98639131,0.00025000
1143,0.00914077,0.01407987,0.99085921,0.98502934,0.00025000
1144,0.00842818,0.01293048,0.99157184,0.98624098,0.00025000
1145,0.00941422,0.01382416,0.99058580,0.98531771,0.00025000
1146,0.00946090,0.01413197,0.99053913,0.98499584,0.00025000
1147,0.00863490,0.01369453,0.99136508,0.98542511,0.00025000
1148,0.00941452,0.01472528,0.99058551,0.98431706,0.00025000
1149,0.00882289,0.01416724,0.99117708,0.98496652,0.00025000
1150,0.00913590,0.01400278,0.99086416,0.98511398,0.00025000
1151,0.00877375,0.01351884,0.99122632,0.98562121,0.00025000
1152,0.00932982,0.01381397,0.99067014,0.98530614,0.00025000
1153,0.00884556,0.01413426,0.99115437,0.98495251,0.00025000
1154,0.00831316,0.01305339,0.99168682,0.98612475,0.00025000
1155,0.01056322,0.01572327,0.98943675,0.98333174,0.00025000
1156,0.00859791,0.01355810,0.99140203,0.98557043,0.00025000
1157,0.00949156,0.01448669,0.99050844,0.98458833,0.00025000
1158,0.00831255,0.01358656,0.99168748,0.98553205,0.00025000
1159,0.00891084,0.01382018,0.99108917,0.98528039,0.00025000
1160,0.00870780,0.01392253,0.99129224,0.98519677,0.00025000
1161,0.00892076,0.01352920,0.99107927,0.98561203,0.00025000
1162,0.00912954,0.01415569,0.99087048,0.98496783,0.00025000
1163,0.00859448,0.01369639,0.99140549,0.98547745,0.00025000
1164,0.00847130,0.01287953,0.99152869,0.98630035,0.00025000
1165,0.00873083,0.01353357,0.99126917,0.98561287,0.00025000
1166,0.00901733,0.01389944,0.99098265,0.98521805,0.00025000
1167,0.00820419,0.01289928,0.99179578,0.98629981,0.00025000
1168,0.00827520,0.01312607,0.99172479,0.98602110,0.00025000
1169,0.00829176,0.01287056,0.99170828,0.98632324,0.00025000
1170,0.00830151,0.01352130,0.99169844,0.98560447,0.00025000
1171,0.00774783,0.01301425,0.99225217,0.98615527,0.00025000
1172,0.00841654,0.01385847,0.99158347,0.98523819,0.00025000
1173,0.00877088,0.01412723,0.99122912,0.98497152,0.00025000
1174,0.00884529,0.01357839,0.99115467,0.98554337,0.00025000
1175,0.00879279,0.01363838,0.99120724,0.98547840,0.00025000
1176,0.00973981,0.01509334,0.99026018,0.98398781,0.00025000
1177,0.00916591,0.01420517,0.99083406,0.98489922,0.00025000
1178,0.01013224,0.01532567,0.98986769,0.98374712,0.00025000
1179,0.00891591,0.01391351,0.99108404,0.98521888,0.00025000
1180,0.00881793,0.01367207,0.99118209,0.98544490,0.00025000
1181,0.00870918,0.01325023,0.99129081,0.98590916,0.00025000
1182,0.00934995,0.01455968,0.99065006,0.98448461,0.00025000
1183,0.00851626,0.01363146,0.99148369,0.98550040,0.00025000
1184,0.00964346,0.01484897,0.99035656,0.98423702,0.00025000
1185,0.00921794,0.01408006,0.99078202,0.98504400,0.00025000
1186,0.00818582,0.01331838,0.99181426,0.98582983,0.00025000
1187,0.00870219,0.01385682,0.99129784,0.98525393,0.00025000
1188,0.00869680,0.01336901,0.99130315,0.98577291,0.00025000
1189,0.00853883,0.01345274,0.99146116,0.98569369,0.00025000
1190,0.00777832,0.01299132,0.99222171,0.98619270,0.00012500
1191,0.00755454,0.01278531,0.99244541,0.98640519,0.00012500
1192,0.00749962,0.01275651,0.99250036,0.98642176,0.00012500
1193,0.00757497,0.01282678,0.99242496,0.98635334,0.00012500
1194,0.00742275,0.01234988,0.99257725,0.98684287,0.00012500
1195,0.00740257,0.01268491,0.99259746,0.98648787,0.00012500
1196,0.00765139,0.01290385,0.99234855,0.98626709,0.00012500
1197,0.00748099,0.01292444,0.99251902,0.98624265,0.00012500
1198,0.00799685,0.01323391,0.99200314,0.98591113,0.00012500
1199,0.00725431,0.01260425,0.99274570,0.98658150,0.00012500
1200,0.00786378,0.01296714,0.99213624,0.98620433,0.00012500
1201,0.00765344,0.01298429,0.99234653,0.98618132,0.00012500
1202,0.00802110,0.01347767,0.99197888,0.98567688,0.00012500
1203,0.00746008,0.01293306,0.99253988,0.98622692,0.00012500
1204,0.00831904,0.01391548,0.99168098,0.98520625,0.00012500
1205,0.00776379,0.01325169,0.99223620,0.98590451,0.00012500
1206,0.00785219,0.01322040,0.99214780,0.98593700,0.00012500
1207,0.00763571,0.01293967,0.99236429,0.98624206,0.00012500
1208,0.00793481,0.01349982,0.99206519,0.98564255,0.00012500
1209,0.00782334,0.01308883,0.99217671,0.98609209,0.00012500
1210,0.00754258,0.01303615,0.99245739,0.98612058,0.00012500
1211,0.00760242,0.01288148,0.99239755,0.98629546,0.00012500
1212,0.00823195,0.01342631,0.99176800,0.98573995,0.00012500
1213,0.00735517,0.01284452,0.99264485,0.98633456,0.00012500
1214,0.00744915,0.01303335,0.99255085,0.98613489,0.00012500
1215,0.00805212,0.01306826,0.99194789,0.98610157,0.00012500
1216,0.00757711,0.01290928,0.99242288,0.98625588,0.00012500
1217,0.00720909,0.01274103,0.99279094,0.98643202,0.00012500
1218,0.00756983,0.01270796,0.99243021,0.98647183,0.00012500
1219,0.00745701,0.01255003,0.99254298,0.98663604,0.00012500
1220,0.00816579,0.01354151,0.99183422,0.98560154,0.00012500
1221,0.00805733,0.01344323,0.99194264,0.98568273,0.00012500
1222,0.00764453,0.01300227,0.99235547,0.98615927,0.00012500
1223,0.00791386,0.01302581,0.99208611,0.98616266,0.00012500
1224,0.00772327,0.01284534,0.99227679,0.98633522,0.00012500
1225,0.00840033,0.01388152,0.99159968,0.98528469,0.00012500
1226,0.00858721,0.01386788,0.99141276,0.98524904,0.00012500
1227,0.00747388,0.01284659,0.99252617,0.98632735,0.00012500
1228,0.00798478,0.01289189,0.99201524,0.98630333,0.00012500
1229,0.00749919,0.01251685,0.99250078,0.98667699,0.00012500
1230,0.00853454,0.01410311,0.99146545,0.98499680,0.00012500
1231,0.00821305,0.01357521,0.99178696,0.98557746,0.00012500
1232,0.00729129,0.01276178,0.99270868,0.98641592,0.00012500
1233,0.00810229,0.01361302,0.99189770,0.98552030,0.00012500
1234,0.00749901,0.01292918,0.99250096,0.98623621,0.00012500
1235,0.00776136,0.01273087,0.99223864,0.98646909,0.00012500
1236,0.00792660,0.01349493,0.99207342,0.98565471,0.00012500
1237,0.00804488,0.01328128,0.99195510,0.98589396,0.00012500
1238,0.00792760,0.01300957,0.99207240,0.98615789,0.00012500
1239,0.00740352,0.01290259,0.99259651,0.98625994,0.00012500
1240,0.00806021,0.01344471,0.99193978,0.98569846,0.00012500
1241,0.00755510,0.01256710,0.99244493,0.98663664,0.00012500
1242,0.00782422,0.01323401,0.99217582,0.98594248,0.00012500
1243,0.00888729,0.01404968,0.99111271,0.98507816,0.00012500
1244,0.00751142,0.01275509,0.99248856,0.98642600,0.00012500
1245,0.00780927,0.01310380,0.99219072,0.98605680,0.00012500
1246,0.00899531,0.01439858,0.99100471,0.98473305,0.00012500
1247,0.00770803,0.01265839,0.99229199,0.98652774,0.00012500
1248,0.00767933,0.01335645,0.99232066,0.98578769,0.00012500
1249,0.00738625,0.01254302,0.99261379,0.98665643,0.00012500
1250,0.00742493,0.01268093,0.99257505,0.98650455,0.00012500
1251,0.00740276,0.01262920,0.99259722,0.98656893,0.00012500
1252,0.00778459,0.01313435,0.99221539,0.98603833,0.00012500
1253,0.00784913,0.01299001,0.99215090,0.98618042,0.00012500
1254,0.00810422,0.01344386,0.99189579,0.98570484,0.00012500
1255,0.00802478,0.01363232,0.99197519,0.98548156,0.00012500
1256,0.00741442,0.01279527,0.99258554,0.98638177,0.00012500
1257,0.00837188,0.01362704,0.99162817,0.98551846,0.00012500
1258,0.00764506,0.01277347,0.99235499,0.98642749,0.00012500
1259,0.00785861,0.01298621,0.99214143,0.98618519,0.00012500
1260,0.00769586,0.01300677,0.99230415,0.98615706,0.00012500
1261,0.00790119,0.01328275,0.99209881,0.98587453,0.00012500
1262,0.00744127,0.01274860,0.99255872,0.98642629,0.00012500
1263,0.00771449,0.01288307,0.99228555,0.98631489,0.00012500
1264,0.00746357,0.01279296,0.99253643,0.98639053,0.00012500
1265,0.00746294,0.01263078,0.99253702,0.98657024,0.00012500
1266,0.00763976,0.01299872,0.99236023,0.98615897,0.00012500
1267,0.00786029,0.01349988,0.99213970,0.98563635,0.00012500
1268,0.00824584,0.01349433,0.99175417,0.98564243,0.00012500
1269,0.00747398,0.01285115,0.99252599,0.98631746,0.00012500
1270,0.00762634,0.01284009,0.99237365,0.98632652,0.00012500
1271,0.00778419,0.01323719,0.99221581,0.98592502,0.00012500
1272,0.00776307,0.01255229,0.99223691,0.98665559,0.00012500
1273,0.00799745,0.01322577,0.99200255,0.98596358,0.00012500
1274,0.00832217,0.01384558,0.99167782,0.98526293,0.00012500
1275,0.00753956,0.01305542,0.99246043,0.98611760,0.00012500
1276,0.00744917,0.01298447,0.99255085,0.98616695,0.00012500
1277,0.00815061,0.01361839,0.99184942,0.98553455,0.00012500
1278,0.00775892,0.01330220,0.99224108,0.98583436,0.00012500
1279,0.00768357,0.01305008,0.99231642,0.98612058,0.00012500
1280,0.00854741,0.01374357,0.99145257,0.98539847,0.00012500
1281,0.00737150,0.01278535,0.99262846,0.98640180,0.00012500
1282,0.00775579,0.01293382,0.99224424,0.98624188,0.00012500
1283,0.00757137,0.01284107,0.99242866,0.98632669,0.00012500
1284,0.00768228,0.01330012,0.99231768,0.98584235,0.00012500
1285,0.00754274,0.01290604,0.99245727,0.98626119,0.00012500
1286,0.00775480,0.01333778,0.99224520,0.98581737,0.00012500
1287,0.00739143,0.01294065,0.99260855,0.98623240,0.00012500
1288,0.00767563,0.01298493,0.99232441,0.98618370,0.00012500
1289,0.00814250,0.01337626,0.99185753,0.98582006,0.00012500
1290,0.00722236,0.01251874,0.99277765,0.98667753,0.00012500
1291,0.00744337,0.01295150,0.99255663,0.98621267,0.00012500
1292,0.00827252,0.01365980,0.99172747,0.98545682,0.00012500
1293,0.00818848,0.01354272,0.99181151,0.98562098,0.00012500
