trial_id,hidden_dims,output,MSE,RMSE,MAE,R2,MaxAbsErr,MeanRelErr%,P95RelErr%,P99RelErr%,MeanBias,StdErr
167,"[64, 128, 128, 64]",Torque,0.002522,0.050221,0.039238,0.997384,0.192935,109.941689,54.772150,390.565050,0.000273,0.050220
305,"[128, 256, 512, 256]",Fx,0.003073,0.055437,0.044513,0.996863,0.231452,13.537253,32.976862,154.189678,-0.001104,0.055426
305,"[128, 256, 512, 256]",Fy,0.044310,0.210500,0.148321,0.952460,1.541545,113.184616,207.967828,1455.285564,0.006022,0.210414
305,"[128, 256, 512, 256]",Fz,0.003910,0.062531,0.049718,0.996223,0.270016,25.334030,67.412852,321.722927,0.011116,0.061535
305,"[128, 256, 512, 256]",Torque,0.002554,0.050536,0.039692,0.997351,0.202865,57.726181,41.817570,201.141035,-0.001203,0.050522
494,"[64, 128, 256, 256, 128]",Fx,0.003285,0.057316,0.045162,0.996647,0.219085,15.823577,39.740204,199.935435,0.001438,0.057298
494,"[64, 128, 256, 256, 128]",Fy,0.043557,0.208704,0.150570,0.953268,1.294364,91.467392,203.295375,1077.074232,0.002757,0.208686
494,"[64, 128, 256, 256, 128]",Fz,0.004391,0.066267,0.050552,0.995759,0.347400,24.719629,84.369154,401.516706,-0.016142,0.064271
494,"[64, 128, 256, 256, 128]",Torque,0.002638,0.051360,0.039880,0.997264,0.221670,59.914566,55.050860,189.374535,-0.009582,0.050458
385,"[64, 128, 256, 128, 64]",Fx,0.003035,0.055093,0.043253,0.996902,0.273931,16.993902,39.593726,156.634226,0.002864,0.055019
385,"[64, 128, 256, 128, 64]",Fy,0.044514,0.210984,0.151165,0.952241,1.458607,97.067619,206.242641,1426.392291,-0.000540,0.210984
385,"[64, 128, 256, 128, 64]",Fz,0.003474,0.058944,0.046214,0.996644,0.257979,24.530041,79.208838,295.400781,0.012298,0.057647
385,"[64, 128, 256, 128, 64]",Torque,0.002923,0.054065,0.042644,0.996968,0.201038,94.739594,55.399247,235.067276,0.003674,0.053940
400,"[64, 128, 256, 128, 64]",Fx,0.002498,0.049984,0.039351,0.997450,0.203825,13.520861,35.243546,131.598032,0.004584,0.049773
400,"[64, 128, 256, 128, 64]",Fy,0.045989,0.214451,0.151155,0.950659,1.398240,102.543747,234.325159,1558.198376,-0.004933,0.214394
400,"[64, 128, 256, 128, 64]",Fz,0.003294,0.057390,0.044278,0.996819,0.222246,23.196938,65.946955,287.902997,-0.005018,0.057170
400,"[64, 128, 256, 128, 64]",Torque,0.002201,0.046914,0.037392,0.997717,0.176686,98.397873,43.773102,161.117880,0.004478,0.046700
365,"[256, 512, 512, 256]",Fx,0.002783,0.052756,0.039686,0.997159,0.246833,12.170783,26.639807,134.016951,-0.007399,0.052235
365,"[256, 512, 512, 256]",Fy,0.045473,0.213245,0.151781,0.951212,1.286437,106.785461,214.865526,1307.015106,-0.016776,0.212584
365,"[256, 512, 512, 256]",Fz,0.003372,0.058067,0.043895,0.996743,0.339637,21.308229,64.489721,242.084412,-0.002723,0.058003
365,"[256, 512, 512, 256]",Torque,0.002383,0.048818,0.037334,0.997528,0.202043,85.017548,37.765624,118.754666,-0.002656,0.048745
368,"[256, 512, 512, 256]",Fx,0.002733,0.052277,0.040054,0.997210,0.207526,11.331970,30.633002,165.272982,-0.012185,0.050837
368,"[256, 512, 512, 256]",Fy,0.045101,0.212370,0.150303,0.951612,1.653359,109.638435,218.590186,1296.538777,-0.003475,0.212342
368,"[256, 512, 512, 256]",Fz,0.003761,0.061331,0.046796,0.996367,0.291544,24.871254,64.345703,244.587101,-0.004796,0.061143
368,"[256, 512, 512, 256]",Torque,0.002459,0.049593,0.036461,0.997449,0.217400,37.624504,33.258685,172.520691,-0.008570,0.048847
231,"[128, 256, 256, 128]",Fx,0.001556,0.039452,0.030810,0.998411,0.196010,12.753247,36.965872,138.932476,-0.000963,0.039440
231,"[128, 256, 256, 128]",Fy,0.048078,0.219268,0.159692,0.948417,1.273522,104.118652,259.411577,1474.565752,0.001700,0.219261
231,"[128, 256, 256, 128]",Fz,0.002932,0.054144,0.041594,0.997169,0.218061,21.354683,61.307322,308.455472,-0.004760,0.053935
231,"[128, 256, 256, 128]",Torque,0.001489,0.038591,0.030328,0.998455,0.186408,33.586987,44.047997,235.505721,0.000553,0.038587
573,"[128, 256, 256, 128, 64]",Fx,0.003029,0.055035,0.045012,0.996908,0.320174,16.416327,39.252889,176.932985,0.011678,0.053782
573,"[128, 256, 256, 128, 64]",Fy,0.044904,0.211905,0.151405,0.951823,1.600706,103.683853,212.675549,1094.823573,0.000433,0.211905
573,"[128, 256, 256, 128, 64]",Fz,0.003713,0.060933,0.046446,0.996414,0.236457,19.609266,65.564043,247.594933,-0.007792,0.060433
573,"[128, 256, 256, 128, 64]",Torque,0.002422,0.049218,0.040523,0.997487,0.285936,37.248676,41.840416,214.683255,0.014171,0.047134
197,"[128, 256, 256, 128]",Fx,0.003198,0.056550,0.043790,0.996736,0.284147,13.517004,35.952164,177.525249,-0.001206,0.056537
197,"[128, 256, 256, 128]",Fy,0.044546,0.211059,0.152351,0.952207,1.465716,101.830002,224.184480,1298.717974,0.011396,0.210751
197,"[128, 256, 256, 128]",Fz,0.003920,0.062614,0.049839,0.996213,0.239046,26.906591,88.480546,425.723936,0.004286,0.062467
197,"[128, 256, 256, 128]",Torque,0.002422,0.049218,0.038251,0.997487,0.195927,89.754387,40.852023,291.156010,0.000683,0.049214
53,"[128, 256, 128]",Fx,0.002635,0.051337,0.040270,0.997310,0.259834,14.883390,38.898846,145.882861,0.010591,0.050233
53,"[128, 256, 128]",Fy,0.044405,0.210726,0.152261,0.952358,1.275537,89.603745,205.354793,1357.957294,-0.010080,0.210485
53,"[128, 256, 128]",Fz,0.004754,0.068952,0.051406,0.995408,0.395025,22.951025,68.486983,292.907372,-0.006633,0.068632
53,"[128, 256, 128]",Torque,0.002376,0.048744,0.037827,0.997536,0.206216,44.313675,42.183634,221.835500,0.005945,0.048380
551,"[128, 256, 256, 128, 64]",Fx,0.003093,0.055618,0.043202,0.996842,0.217484,19.382120,48.739158,198.815981,-0.006408,0.055248
551,"[128, 256, 256, 128, 64]",Fy,0.043559,0.208709,0.149856,0.953266,1.266304,98.502678,227.889696,1157.307318,-0.006152,0.208618
551,"[128, 256, 256, 128, 64]",Fz,0.004172,0.064591,0.049899,0.995971,0.289958,20.812174,83.904142,270.657669,-0.001455,0.064574
551,"[128, 256, 256, 128, 64]",Torque,0.003347,0.057856,0.045555,0.996528,0.224484,100.298912,73.611844,297.173872,-0.003919,0.057723
474,"[128, 256, 512, 256, 128]",Fx,0.001731,0.041601,0.031795,0.998233,0.186289,10.687968,30.422914,121.314692,-0.007248,0.040964
474,"[128, 256, 512, 256, 128]",Fy,0.047995,0.219077,0.157093,0.948507,1.722996,106.754646,245.560381,1257.304868,-0.006465,0.218981
474,"[128, 256, 512, 256, 128]",Fz,0.003025,0.054998,0.042477,0.997079,0.228007,24.513474,58.740115,279.364737,-0.008486,0.054340
474,"[128, 256, 512, 256, 128]",Torque,0.001428,0.037791,0.029737,0.998519,0.153984,40.655777,35.792475,220.640411,-0.000391,0.037789
324,"[128, 256, 512, 256]",Fx,0.001807,0.042510,0.033496,0.998155,0.276465,14.298388,35.124601,116.575181,-0.003409,0.042373
324,"[128, 256, 512, 256]",Fy,0.047450,0.217831,0.156344,0.949091,1.190775,95.318970,253.159431,1311.311492,-0.009640,0.217617
324,"[128, 256, 512, 256]",Fz,0.003292,0.057380,0.044152,0.996820,0.230332,21.298134,65.437185,301.861420,-0.007474,0.056891
324,"[128, 256, 512, 256]",Torque,0.001669,0.040852,0.031811,0.998269,0.254059,34.333897,40.210317,244.278246,-0.003156,0.040730
221,"[128, 256, 256, 128]",Fx,0.002561,0.050608,0.040095,0.997386,0.216407,17.611269,50.936676,264.272906,-0.013788,0.048694
221,"[128, 256, 256, 128]",Fy,0.042691,0.206619,0.149527,0.954197,1.337354,98.759003,219.184150,1233.939849,0.017388,0.205886
221,"[128, 256, 256, 128]",Fz,0.006199,0.078731,0.060368,0.994013,0.319392,26.772024,89.969747,440.584298,-0.028883,0.073242
221,"[128, 256, 256, 128]",Torque,0.002769,0.052622,0.041147,0.997128,0.213026,42.902542,66.667148,311.155645,-0.011208,0.051415
532,"[128, 256, 256, 128, 64]",Fx,0.002680,0.051769,0.040119,0.997264,0.235707,14.225307,44.566750,183.262997,-0.001275,0.051754
532,"[128, 256, 256, 128, 64]",Fy,0.044618,0.211229,0.151251,0.952130,1.578976,121.945877,215.895027,1429.319595,0.004011,0.211191
532,"[128, 256, 256, 128, 64]",Fz,0.004084,0.063904,0.049320,0.996056,0.282475,20.825659,70.694267,239.647187,0.001005,0.063896
532,"[128, 256, 256, 128, 64]",Torque,0.002840,0.053290,0.040746,0.997055,0.265621,49.029545,44.513789,183.591800,-0.004901,0.053064
485,"[64, 128, 256, 256, 128]",Fx,0.003079,0.055485,0.043645,0.996857,0.258696,15.329468,34.003940,130.491802,0.005031,0.055256
485,"[64, 128, 256, 256, 128]",Fy,0.043444,0.208433,0.150620,0.953389,1.289925,115.818123,211.801019,1200.982623,0.029348,0.206356
485,"[64, 128, 256, 256, 128]",Fz,0.005138,0.071681,0.053962,0.995037,0.292547,21.326023,71.092865,325.350199,-0.010018,0.070978
485,"[64, 128, 256, 256, 128]",Torque,0.002570,0.050690,0.039491,0.997335,0.196894,37.669769,43.187615,280.441177,0.007404,0.050147
234,"[128, 256, 256, 128]",Fx,0.001697,0.041197,0.032054,0.998268,0.186731,12.148322,36.731775,155.011433,0.000256,0.041196
234,"[128, 256, 256, 128]",Fy,0.046779,0.216284,0.157269,0.949812,1.400935,90.308601,257.260822,1241.143976,0.015191,0.215750
234,"[128, 256, 256, 128]",Fz,0.004024,0.063438,0.050382,0.996113,0.233332,27.130787,77.307893,293.599108,0.013097,0.062071
234,"[128, 256, 256, 128]",Torque,0.001752,0.041854,0.032636,0.998183,0.219242,39.444294,44.804984,268.808124,-0.004087,0.041654
507,"[64, 128, 256, 256, 128]",Fx,0.001548,0.039341,0.031142,0.998420,0.194826,10.816609,28.757925,143.015035,-0.005668,0.038930
507,"[64, 128, 256, 256, 128]",Fy,0.048316,0.219808,0.157617,0.948163,1.430351,114.163544,234.067645,1333.286233,-0.002658,0.219792
507,"[64, 128, 256, 256, 128]",Fz,0.002711,0.052069,0.039349,0.997381,0.239154,20.224874,61.710458,265.444971,-0.009389,0.051215
507,"[64, 128, 256, 256, 128]",Torque,0.001679,0.040973,0.032048,0.998259,0.214119,25.018272,34.346409,170.955248,-0.007721,0.040239
160,"[64, 128, 128, 64]",Fx,0.003316,0.057581,0.044407,0.996615,0.273591,16.197495,40.243791,154.307388,-0.003654,0.057465
160,"[64, 128, 128, 64]",Fy,0.043656,0.208940,0.147203,0.953162,1.364991,95.959480,231.058056,1258.133149,-0.008788,0.208755
160,"[64, 128, 128, 64]",Fz,0.004607,0.067872,0.053296,0.995551,0.311686,27.011843,72.597979,258.277335,0.008382,0.067352
160,"[64, 128, 128, 64]",Torque,0.002686,0.051824,0.042043,0.997214,0.186289,65.756203,47.179889,183.018645,0.005949,0.051482
279,"[64, 128, 256, 128]",Fx,0.002031,0.045069,0.035672,0.997927,0.184799,15.084942,38.312950,153.423049,0.008011,0.044351
279,"[64, 128, 256, 128]",Fy,0.046855,0.216459,0.157590,0.949730,1.339828,97.326553,218.916765,1395.751892,-0.024845,0.215029
279,"[64, 128, 256, 128]",Fz,0.003441,0.058656,0.045704,0.996677,0.246200,24.493162,61.066975,245.352046,0.007909,0.058121
279,"[64, 128, 256, 128]",Torque,0.002037,0.045130,0.035488,0.997887,0.181826,67.287491,41.555604,217.126870,0.003094,0.045024
194,"[128, 256, 256, 128]",Fx,0.002929,0.054125,0.039634,0.997010,0.312649,14.275491,34.587556,181.097189,-0.011797,0.052824
194,"[128, 256, 256, 128]",Fy,0.045125,0.212426,0.149466,0.951586,1.418235,128.627945,232.889568,844.575004,-0.008355,0.212262
194,"[128, 256, 256, 128]",Fz,0.003722,0.061011,0.046682,0.996405,0.345538,19.749647,61.465856,277.684487,-0.007221,0.060582
194,"[128, 256, 256, 128]",Torque,0.002597,0.050960,0.038722,0.997306,0.234246,58.870144,48.253798,253.634115,-0.012493,0.049405
296,"[128, 256, 512, 256]",Fx,0.002612,0.051103,0.040325,0.997334,0.196783,13.251885,33.241664,117.641515,0.000608,0.051099
296,"[128, 256, 512, 256]",Fy,0.044803,0.211668,0.151903,0.951931,1.413492,122.116463,210.002164,1475.753234,0.001012,0.211666
296,"[128, 256, 512, 256]",Fz,0.004476,0.066899,0.051665,0.995677,0.349309,23.165966,61.878578,243.039743,-0.002030,0.066868
296,"[128, 256, 512, 256]",Torque,0.002516,0.050164,0.038304,0.997390,0.207849,70.053177,35.929334,179.227341,-0.005311,0.049882
422,"[64, 128, 256, 128, 64]",Fx,0.002941,0.054234,0.041688,0.996997,0.225250,18.730219,49.121437,258.347679,-0.010811,0.053146
422,"[64, 128, 256, 128, 64]",Fy,0.043986,0.209728,0.151425,0.952808,1.341268,99.808746,214.610623,1467.273607,0.002243,0.209716
422,"[64, 128, 256, 128, 64]",Fz,0.004552,0.067472,0.052005,0.995603,0.343956,29.270420,95.683934,418.189742,-0.011288,0.066521
422,"[64, 128, 256, 128, 64]",Torque,0.002942,0.054237,0.043028,0.996949,0.180553,114.697617,63.787885,315.561917,-0.001378,0.054220
411,"[64, 128, 256, 128, 64]",Fx,0.001974,0.044427,0.035539,0.997985,0.224914,14.983475,37.531864,188.846573,-0.003449,0.044293
411,"[64, 128, 256, 128, 64]",Fy,0.047079,0.216977,0.153507,0.949490,1.549250,125.108597,237.621152,1316.027117,-0.002842,0.216958
411,"[64, 128, 256, 128, 64]",Fz,0.003218,0.056726,0.043164,0.996892,0.276223,26.783857,70.870164,291.935570,-0.000330,0.056725
411,"[64, 128, 256, 128, 64]",Torque,0.002170,0.046583,0.036162,0.997749,0.193953,34.435955,49.129570,232.749470,-0.007847,0.045917
247,"[64, 128, 256, 128]",Fx,0.003390,0.058225,0.043131,0.996539,0.297069,17.360912,46.469632,237.286087,-0.014804,0.056312
247,"[64, 128, 256, 128]",Fy,0.045231,0.212675,0.153426,0.951472,1.484972,107.713669,214.618518,1211.907404,-0.000099,0.212675
247,"[64, 128, 256, 128]",Fz,0.003653,0.060440,0.045672,0.996472,0.334008,21.810623,66.222018,265.350656,-0.001544,0.060421
247,"[64, 128, 256, 128]",Torque,0.002170,0.046585,0.033916,0.997749,0.226757,26.926514,45.425835,248.169312,-0.015483,0.043936
529,"[128, 256, 256, 128, 64]",Fx,0.002000,0.044718,0.034116,0.997959,0.226314,15.609728,41.065172,194.829427,-0.001371,0.044697
529,"[128, 256, 256, 128, 64]",Fy,0.046879,0.216516,0.156451,0.949704,1.293812,141.289459,232.329251,1305.144030,0.040877,0.212623
529,"[128, 256, 256, 128, 64]",Fz,0.003198,0.056549,0.043530,0.996911,0.303037,23.808395,81.965643,302.681960,-0.014403,0.054684
529,"[128, 256, 256, 128, 64]",Torque,0.002396,0.048949,0.036946,0.997515,0.247442,129.210358,59.579078,262.648627,-0.002381,0.048891
188,"[64, 128, 128, 64]",Fx,0.002988,0.054666,0.042662,0.996949,0.272681,18.149374,48.344638,245.042047,-0.007597,0.054135
188,"[64, 128, 128, 64]",Fy,0.044156,0.210134,0.153552,0.952625,1.427723,88.597786,223.060152,1524.852535,0.014499,0.209633
188,"[64, 128, 128, 64]",Fz,0.004580,0.067678,0.053758,0.995576,0.276191,33.188358,77.447095,426.501677,0.000669,0.067675
188,"[64, 128, 128, 64]",Torque,0.002749,0.052430,0.041448,0.997149,0.212906,81.140915,58.274169,393.730467,-0.003627,0.052305
567,"[128, 256, 256, 128, 64]",Fx,0.002255,0.047484,0.038167,0.997698,0.192923,14.070116,40.881923,212.064234,0.003445,0.047359
567,"[128, 256, 256, 128, 64]",Fy,0.045841,0.214104,0.154730,0.950818,1.373508,91.171310,234.363635,1283.257030,0.020080,0.213161
567,"[128, 256, 256, 128, 64]",Fz,0.003860,0.062131,0.047849,0.996272,0.256510,26.683794,79.116581,341.483679,-0.001570,0.062111
567,"[128, 256, 256, 128, 64]",Torque,0.002609,0.051080,0.040792,0.997294,0.184820,91.760338,52.155104,235.697786,0.002193,0.051033
327,"[128, 256, 512, 256]",Fx,0.001850,0.043016,0.033698,0.998111,0.215278,15.077151,40.009401,147.501057,0.002277,0.042956
327,"[128, 256, 512, 256]",Fy,0.047864,0.218779,0.157937,0.948647,1.293097,110.094261,215.920126,1432.402349,0.009853,0.218557
327,"[128, 256, 512, 256]",Fz,0.002899,0.053840,0.041978,0.997200,0.248717,23.558239,69.131582,277.953937,-0.000848,0.053834
327,"[128, 256, 512, 256]",Torque,0.001953,0.044188,0.034601,0.997975,0.197066,110.427727,43.098910,157.808737,0.001853,0.044149
419,"[64, 128, 256, 128, 64]",Fx,0.003215,0.056703,0.044039,0.996718,0.228007,17.329245,44.243050,170.103214,-0.008195,0.056108
419,"[64, 128, 256, 128, 64]",Fy,0.044665,0.211342,0.152129,0.952079,1.173625,110.854469,212.727061,1215.952747,0.023706,0.210008
419,"[64, 128, 256, 128, 64]",Fz,0.004108,0.064094,0.048905,0.996032,0.283794,20.654438,68.999002,318.247356,-0.003975,0.063971
419,"[64, 128, 256, 128, 64]",Torque,0.002598,0.050972,0.040028,0.997305,0.201883,91.427841,46.998122,240.565456,0.001276,0.050956
506,"[64, 128, 256, 256, 128]",Fx,0.002172,0.046605,0.037333,0.997783,0.239805,16.193283,42.964540,251.705872,0.001194,0.046590
506,"[64, 128, 256, 256, 128]",Fy,0.046319,0.215217,0.154065,0.950305,1.243509,106.060265,213.348447,1718.184436,0.009447,0.215010
506,"[64, 128, 256, 256, 128]",Fz,0.003903,0.062476,0.047774,0.996230,0.299062,22.640585,77.512436,283.440113,0.001002,0.062468
506,"[64, 128, 256, 256, 128]",Torque,0.002201,0.046911,0.037572,0.997717,0.155219,127.459396,69.054619,257.501656,0.008477,0.046139
482,"[64, 128, 256, 256, 128]",Fx,0.002435,0.049347,0.039585,0.997514,0.276524,13.458500,37.072981,177.037560,0.013798,0.047379
482,"[64, 128, 256, 256, 128]",Fy,0.045476,0.213251,0.153572,0.951210,1.318803,102.481987,217.048330,1286.987278,0.018547,0.212443
482,"[64, 128, 256, 256, 128]",Fz,0.003859,0.062117,0.049733,0.996273,0.233863,25.468248,63.160549,362.253596,0.018337,0.059349
482,"[64, 128, 256, 256, 128]",Torque,0.002831,0.053209,0.043024,0.997063,0.188487,47.133991,58.114971,292.389614,0.005888,0.052882
544,"[128, 256, 256, 128, 64]",Fx,0.002432,0.049318,0.038544,0.997517,0.257876,11.880943,32.965562,149.337487,0.000419,0.049316
544,"[128, 256, 256, 128, 64]",Fy,0.046126,0.214771,0.151903,0.950512,1.635600,123.973846,229.552745,1393.214019,-0.019879,0.213849
544,"[128, 256, 256, 128, 64]",Fz,0.003789,0.061556,0.047759,0.996340,0.254181,18.963541,63.931919,237.936836,0.001317,0.061542
544,"[128, 256, 256, 128, 64]",Torque,0.002285,0.047797,0.037488,0.997630,0.227130,48.867073,40.387233,243.137572,0.001022,0.047786
471,"[128, 256, 512, 256, 128]",Fx,0.001861,0.043141,0.034148,0.998100,0.149869,13.870269,40.465854,168.255544,-0.012836,0.041187
471,"[128, 256, 512, 256, 128]",Fy,0.048005,0.219101,0.158142,0.948496,1.375975,96.945030,235.587196,1202.415853,-0.006031,0.219018
471,"[128, 256, 512, 256, 128]",Fz,0.003227,0.056803,0.043258,0.996884,0.245824,24.574881,69.390937,296.282478,-0.006269,0.056456
471,"[128, 256, 512, 256, 128]",Torque,0.001541,0.039253,0.030875,0.998402,0.156750,55.268833,38.659840,244.950048,-0.005600,0.038852
224,"[128, 256, 256, 128]",Fx,0.002829,0.053186,0.041075,0.997112,0.290850,12.352036,34.774297,165.509893,-0.009717,0.052291
224,"[128, 256, 256, 128]",Fy,0.044624,0.211245,0.148828,0.952123,1.389738,122.357658,233.163042,1262.665082,-0.005814,0.211165
224,"[128, 256, 256, 128]",Fz,0.004442,0.066646,0.052122,0.995710,0.381030,21.672762,62.178783,359.896648,0.005771,0.066396
224,"[128, 256, 256, 128]",Torque,0.002866,0.053537,0.042261,0.997027,0.241169,116.422745,43.765606,258.609225,0.003814,0.053401
272,"[64, 128, 256, 128]",Fx,0.003033,0.055073,0.044142,0.996904,0.235163,13.231850,37.300296,175.086975,0.002962,0.054994
272,"[64, 128, 256, 128]",Fy,0.044460,0.210857,0.150955,0.952299,1.316650,86.967773,220.887383,944.019836,-0.007664,0.210717
272,"[64, 128, 256, 128]",Fz,0.004517,0.067207,0.052856,0.995637,0.332786,25.909855,77.625824,324.884097,-0.005551,0.066978
272,"[64, 128, 256, 128]",Torque,0.002802,0.052933,0.041779,0.997094,0.216495,83.450638,49.180843,366.187240,0.001361,0.052916
429,"[64, 128, 256, 128, 64]",Fx,0.002165,0.046527,0.034869,0.997790,0.234177,12.674747,33.553238,149.069097,-0.011250,0.045147
429,"[64, 128, 256, 128, 64]",Fy,0.046785,0.216299,0.153079,0.949805,1.615427,110.158623,244.394361,1361.978286,-0.011335,0.216001
429,"[64, 128, 256, 128, 64]",Fz,0.003636,0.060299,0.044323,0.996488,0.339695,25.362312,75.369757,316.506056,-0.023712,0.055441
429,"[64, 128, 256, 128, 64]",Torque,0.002248,0.047417,0.035761,0.997668,0.224364,54.407173,41.659633,230.888546,-0.012667,0.045694
541,"[128, 256, 256, 128, 64]",Fx,0.002691,0.051872,0.040186,0.997253,0.229956,17.383780,43.173338,194.607278,-0.004872,0.051643
541,"[128, 256, 256, 128, 64]",Fy,0.045559,0.213446,0.154969,0.951120,1.578235,101.784355,219.605720,1031.012677,-0.003444,0.213418
541,"[128, 256, 256, 128, 64]",Fz,0.004105,0.064067,0.048067,0.996036,0.335500,26.106842,76.652550,368.802274,-0.015243,0.062227
541,"[128, 256, 256, 128, 64]",Torque,0.002494,0.049942,0.039879,0.997413,0.182930,65.767288,62.751336,379.398462,-0.002272,0.049891
556,"[128, 256, 256, 128, 64]",Fx,0.002219,0.047106,0.037587,0.997735,0.182405,13.015798,35.600307,125.135306,-0.002872,0.047018
556,"[128, 256, 256, 128, 64]",Fy,0.046011,0.214502,0.151595,0.950635,1.495662,116.549850,220.969893,1218.973062,-0.015350,0.213952
556,"[128, 256, 256, 128, 64]",Fz,0.004100,0.064032,0.048828,0.996040,0.323826,24.056673,71.547335,357.808357,-0.012621,0.062776
556,"[128, 256, 256, 128, 64]",Torque,0.002529,0.050289,0.038603,0.997377,0.220723,67.893242,50.053363,310.042426,-0.011696,0.048910
172,"[64, 128, 128, 64]",Fx,0.003290,0.057363,0.045629,0.996641,0.194293,13.933648,41.485604,182.984841,-0.005395,0.057109
172,"[64, 128, 128, 64]",Fy,0.044619,0.211232,0.151499,0.952129,1.319984,109.983376,224.367381,1453.057555,0.005248,0.211167
172,"[64, 128, 128, 64]",Fz,0.003880,0.062291,0.048299,0.996252,0.328927,23.199783,80.343330,344.262229,0.004294,0.062143
172,"[64, 128, 128, 64]",Torque,0.003097,0.055651,0.044020,0.996788,0.199482,75.988998,52.295575,255.040447,-0.001501,0.055631
553,"[128, 256, 256, 128, 64]",Fx,0.002780,0.052726,0.041358,0.997162,0.196616,16.065165,42.356427,169.656060,0.000932,0.052718
553,"[128, 256, 256, 128, 64]",Fy,0.045449,0.213188,0.151662,0.951238,1.445311,95.977753,222.384293,1044.234764,0.007859,0.213043
553,"[128, 256, 256, 128, 64]",Fz,0.003938,0.062750,0.047869,0.996197,0.285877,28.953987,81.217260,354.119272,0.000009,0.062750
553,"[128, 256, 256, 128, 64]",Torque,0.002750,0.052443,0.041230,0.997147,0.218667,83.905869,47.931061,308.503943,0.003403,0.052332
512,"[64, 128, 256, 256, 128]",Fx,0.003114,0.055805,0.043621,0.996821,0.220366,17.896145,46.321045,192.064241,0.002132,0.055764
512,"[64, 128, 256, 256, 128]",Fy,0.045733,0.213852,0.153655,0.950934,1.374393,110.619987,226.208316,1121.857990,-0.004472,0.213806
512,"[64, 128, 256, 256, 128]",Fz,0.003818,0.061792,0.048522,0.996312,0.245601,23.869757,73.071809,327.989393,0.003689,0.061682
512,"[64, 128, 256, 256, 128]",Torque,0.002303,0.047987,0.037125,0.997612,0.171312,109.071541,50.722209,307.895091,-0.003368,0.047869
209,"[128, 256, 256, 128]",Fx,0.003324,0.057656,0.045865,0.996607,0.202202,18.820255,48.521953,285.477192,-0.018073,0.054750
209,"[128, 256, 256, 128]",Fy,0.043356,0.208222,0.151375,0.953484,1.349221,91.725998,242.061893,1004.843436,0.013673,0.207772
209,"[128, 256, 256, 128]",Fz,0.005554,0.074528,0.057977,0.994635,0.299451,28.737345,87.085583,402.556790,-0.003942,0.074424
209,"[128, 256, 256, 128]",Torque,0.002737,0.052314,0.040564,0.997161,0.230343,37.277924,52.740739,186.027604,-0.009206,0.051497
145,"[64, 128, 128, 64]",Fx,0.003135,0.055991,0.043806,0.996800,0.247161,17.274384,41.738871,220.814128,-0.005502,0.055720
145,"[64, 128, 128, 64]",Fy,0.044447,0.210824,0.150220,0.952314,1.390240,85.419998,214.290702,1027.682128,-0.012800,0.210435
145,"[64, 128, 128, 64]",Fz,0.004844,0.069595,0.053529,0.995322,0.288985,25.376080,74.912909,321.955221,-0.017479,0.067365
145,"[64, 128, 128, 64]",Torque,0.002616,0.051142,0.039591,0.997287,0.220632,81.694824,53.580883,208.967421,-0.005360,0.050861
266,"[64, 128, 256, 128]",Fx,0.003223,0.056771,0.043983,0.996710,0.254318,14.708667,40.729697,170.194681,-0.009326,0.056000
266,"[64, 128, 256, 128]",Fy,0.044964,0.212047,0.155346,0.951759,1.172207,96.992645,196.010094,1195.741870,0.006946,0.211933
266,"[64, 128, 256, 128]",Fz,0.004192,0.064743,0.049185,0.995951,0.304663,23.154533,88.128114,374.246708,-0.019330,0.061790
266,"[64, 128, 256, 128]",Torque,0.002680,0.051766,0.040096,0.997221,0.235187,48.510872,52.103637,280.626252,-0.005522,0.051471
298,"[128, 256, 512, 256]",Fx,0.002077,0.045575,0.035221,0.997880,0.210123,14.500600,40.105131,166.775089,0.001457,0.045551
298,"[128, 256, 512, 256]",Fy,0.048224,0.219599,0.160438,0.948261,1.442498,93.338875,231.026059,1127.927532,-0.005862,0.219521
298,"[128, 256, 512, 256]",Fz,0.003230,0.056836,0.044592,0.996880,0.223477,26.849371,63.187833,265.674986,0.012811,0.055373
298,"[128, 256, 512, 256]",Torque,0.001586,0.039823,0.031019,0.998355,0.148970,98.705208,46.335774,196.761437,0.003791,0.039642
276,"[64, 128, 256, 128]",Fx,0.001823,0.042701,0.033715,0.998139,0.155111,12.547233,35.038998,168.330530,-0.000789,0.042694
276,"[64, 128, 256, 128]",Fy,0.047397,0.217707,0.159513,0.949149,1.186899,120.245552,238.612144,1446.276992,0.015973,0.217121
276,"[64, 128, 256, 128]",Fz,0.003986,0.063137,0.049094,0.996150,0.265210,25.318727,79.364984,370.871420,-0.002532,0.063087
276,"[64, 128, 256, 128]",Torque,0.001940,0.044047,0.034681,0.997988,0.173069,73.591713,47.051652,326.555898,-0.003235,0.043929
343,"[256, 512, 512, 256]",Fx,0.003061,0.055329,0.042560,0.996875,0.320836,14.499475,32.089709,144.898286,-0.008926,0.054604
343,"[256, 512, 512, 256]",Fy,0.044273,0.210412,0.150155,0.952500,1.384317,101.393585,214.511178,960.153924,-0.024307,0.209003
343,"[256, 512, 512, 256]",Fz,0.005054,0.071093,0.054372,0.995118,0.362339,24.043707,58.321963,308.339568,-0.004609,0.070943
