rank,hidden_dims,depth,width,lr,weight_decay,dropout,params,best_epoch,total_epochs,n_train,n_test,test_mse,test_rmse,test_mae,test_r2,train_mse,train_r2,overfit_gap,time_sec,Fx_R2,Fx_MAE,Fx_RMSE,Fx_MAPE%,Fy_R2,Fy_MAE,Fy_RMSE,Fy_MAPE%,Fz_R2,Fz_MAE,Fz_RMSE,Fz_MAPE%,Torque_R2,Torque_MAE,Torque_RMSE,Torque_MAPE%
1,"[64, 128, 64]",3,128,0.001000,0.001000,0.000000,20420,1097,1398,5760,1440,0.011228,0.105962,0.058054,0.988037,0.005605,0.994395,0.006358,721.100000,0.998727,0.026817,0.035314,10.649805,0.956529,0.145676,0.201291,96.865669,0.997883,0.036001,0.046821,20.816015,0.999011,0.023723,0.030885,43.034592
2,"[256, 512, 256]",3,512,0.001000,0.000010,0.000000,278276,451,752,5760,1440,0.011334,0.106461,0.056692,0.987913,0.002178,0.997822,0.009909,444.500000,0.999115,0.023062,0.029446,8.980931,0.955398,0.146154,0.203892,127.926788,0.998070,0.034125,0.044706,19.516642,0.999069,0.023426,0.029967,30.324503
3,"[256, 512, 256]",3,512,0.000500,0.001000,0.200000,278276,1145,1446,5760,1440,0.011367,0.106614,0.058370,0.987892,0.004827,0.995173,0.007281,754.100000,0.998919,0.024971,0.032534,10.928422,0.956028,0.146785,0.202447,103.826462,0.997707,0.036804,0.048729,22.967182,0.998913,0.024920,0.032376,66.541382
4,"[64, 128, 64]",3,128,0.000100,0.001000,0.000000,20420,849,1150,5760,1440,0.011423,0.106877,0.060157,0.987835,0.004562,0.995438,0.007603,609.700000,0.998487,0.030354,0.038498,12.670766,0.956334,0.145412,0.201741,98.981659,0.997868,0.037142,0.046979,17.523333,0.998649,0.027719,0.036085,26.343077
5,"[256, 512, 256]",3,512,0.000100,0.001000,0.200000,278276,780,1081,5760,1440,0.011425,0.106886,0.057446,0.987819,0.002614,0.997386,0.009566,589.900000,0.999011,0.024659,0.031123,8.756215,0.955204,0.145930,0.204336,100.298286,0.997977,0.035435,0.045764,20.891298,0.999085,0.023760,0.029706,65.982460
6,"[64, 128, 64]",3,128,0.005000,0.000000,0.000000,20420,728,1029,5760,1440,0.011431,0.106914,0.057115,0.987808,0.002930,0.997070,0.009262,499.100000,0.998939,0.025515,0.032246,12.872954,0.955071,0.145716,0.204637,88.776093,0.998211,0.033098,0.043041,18.906576,0.999011,0.024131,0.030880,28.171696
7,"[64, 128, 64]",3,128,0.000500,0.001000,0.000000,20420,807,1108,5760,1440,0.011440,0.106958,0.057612,0.987800,0.003945,0.996055,0.008255,560.700000,0.998965,0.025617,0.031845,10.009962,0.955115,0.145533,0.204539,113.596222,0.998129,0.034061,0.044013,19.223692,0.998991,0.025237,0.031192,64.564507
8,"[256, 512, 256]",3,512,0.000100,0.001000,0.100000,278276,739,1040,5760,1440,0.011455,0.107029,0.056052,0.987778,0.002287,0.997713,0.009935,563.100000,0.999174,0.022378,0.028448,8.599411,0.954606,0.146444,0.205694,97.413887,0.998194,0.032993,0.043245,19.451284,0.999137,0.022395,0.028838,63.507824
9,"[128, 256, 512, 256]",4,512,0.001000,0.001000,0.100000,305412,1392,1693,5760,1440,0.011472,0.107107,0.057429,0.987770,0.004758,0.995242,0.007473,1047.500000,0.998886,0.025324,0.033036,10.177467,0.955234,0.144992,0.204266,93.619133,0.998032,0.033862,0.045138,20.647005,0.998927,0.025537,0.032162,71.457817
10,"[64, 128, 64]",3,128,0.000500,0.000000,0.000000,20420,870,1171,5760,1440,0.011489,0.107188,0.060123,0.987765,0.003319,0.996681,0.008916,609.700000,0.998716,0.027639,0.035462,11.921056,0.955937,0.146833,0.202655,116.070335,0.997677,0.038166,0.049046,21.438568,0.998730,0.027854,0.034994,20.567350
11,"[128, 256, 512, 256]",4,512,0.000500,0.001000,0.200000,305412,1228,1529,5760,1440,0.011513,0.107298,0.061199,0.987744,0.004551,0.995449,0.007705,948.200000,0.998326,0.032588,0.040492,13.907181,0.956429,0.144852,0.201522,141.952911,0.997775,0.036311,0.047993,23.572792,0.998447,0.031048,0.038698,85.986526
12,"[256, 512, 256]",3,512,0.000100,0.001000,0.000000,278276,591,892,5760,1440,0.011516,0.107314,0.055878,0.987712,0.002475,0.997525,0.009813,484.500000,0.999210,0.021526,0.027821,8.348370,0.954313,0.145910,0.206357,125.302147,0.998205,0.032429,0.043107,17.899586,0.999119,0.023646,0.029151,40.334160
13,"[256, 512, 512, 256]",4,512,0.000500,0.001000,0.200000,541956,1383,1684,5760,1440,0.011544,0.107442,0.057437,0.987691,0.004354,0.995646,0.007955,1064.700000,0.998750,0.027150,0.034989,12.741303,0.954805,0.146089,0.205244,116.767509,0.998088,0.033849,0.044489,19.811213,0.999122,0.022660,0.029101,60.670692
14,"[128, 256, 256, 128]",4,256,0.001000,0.001000,0.100000,139908,1377,1678,5760,1440,0.011563,0.107531,0.058990,0.987680,0.005306,0.994694,0.007013,1064.700000,0.998455,0.030000,0.038902,13.825944,0.955413,0.146003,0.203859,117.101364,0.997953,0.034833,0.046032,19.501093,0.998900,0.025123,0.032568,95.201965
15,"[128, 256, 512, 256]",4,512,0.000500,0.001000,0.100000,305412,1827,2000,5760,1440,0.011570,0.107564,0.055881,0.987656,0.003192,0.996808,0.009152,1242.000000,0.999042,0.023541,0.030635,9.415476,0.954158,0.146249,0.206706,125.622246,0.998197,0.032698,0.043202,21.418625,0.999225,0.021038,0.027338,32.288071
16,"[128, 256, 128]",3,256,0.000500,0.001000,0.200000,73604,1303,1604,5760,1440,0.011573,0.107579,0.059804,0.987676,0.005452,0.994548,0.006872,835.300000,0.998706,0.027410,0.035600,10.408119,0.955690,0.146748,0.203223,107.591873,0.997668,0.036951,0.049134,22.900841,0.998639,0.028106,0.036219,63.652626
17,"[256, 512, 256]",3,512,0.005000,0.000010,0.000000,278276,1346,1647,5760,1440,0.011574,0.107582,0.056975,0.987658,0.002805,0.997195,0.009537,973.000000,0.999015,0.024032,0.031056,10.546261,0.954608,0.146192,0.205690,120.079079,0.998037,0.033628,0.045079,20.928261,0.998973,0.024048,0.031467,14.154345
18,"[64, 128, 64]",3,128,0.005000,0.000010,0.000000,20420,1097,1398,5760,1440,0.011577,0.107595,0.058623,0.987662,0.003454,0.996546,0.008883,698.800000,0.998896,0.025362,0.032884,11.548189,0.954967,0.148956,0.204874,95.457909,0.997862,0.035100,0.047053,15.563661,0.998923,0.025074,0.032217,33.966698
19,"[128, 256, 128]",3,256,0.000100,0.001000,0.100000,73604,552,853,5760,1440,0.011596,0.107685,0.061452,0.987657,0.004506,0.995494,0.007837,434.700000,0.998327,0.031371,0.040483,12.654454,0.956253,0.145417,0.201928,84.826591,0.997756,0.037114,0.048201,18.188520,0.998292,0.031906,0.040584,32.264156
20,"[256, 512, 256]",3,512,0.000500,0.001000,0.000000,278276,1044,1345,5760,1440,0.011628,0.107835,0.057442,0.987596,0.003786,0.996214,0.008618,702.400000,0.998922,0.025381,0.032497,8.973052,0.954251,0.147363,0.206496,120.942490,0.998211,0.032653,0.043044,17.574411,0.999000,0.024371,0.031053,40.619194
21,"[64, 128, 256, 128]",4,256,0.000500,0.001000,0.100000,78980,842,1143,5760,1440,0.011631,0.107847,0.058792,0.987606,0.004295,0.995705,0.008099,677.600000,0.998659,0.027541,0.036247,12.526373,0.955019,0.147438,0.204755,93.903313,0.997942,0.034232,0.046157,17.413609,0.998803,0.025958,0.033977,33.969868
22,"[64, 128, 256, 128]",4,256,0.000100,0.001000,0.100000,78980,1516,1817,5760,1440,0.011671,0.108033,0.059201,0.987571,0.002535,0.997465,0.009894,1069.800000,0.998659,0.028110,0.036250,11.666302,0.955159,0.145973,0.204437,113.272873,0.997654,0.036344,0.049285,19.665298,0.998810,0.026376,0.033865,50.079445
23,"[256, 512, 256]",3,512,0.001000,0.001000,0.000000,278276,1078,1379,5760,1440,0.011686,0.108101,0.058652,0.987547,0.006905,0.993095,0.005548,751.600000,0.998698,0.027160,0.035716,13.087052,0.954657,0.147497,0.205580,93.308182,0.997882,0.035510,0.046828,18.238945,0.998951,0.024438,0.031801,30.807461
24,"[64, 128, 256, 128]",4,256,0.000500,0.001000,0.200000,78980,1161,1462,5760,1440,0.011687,0.108107,0.060860,0.987558,0.004729,0.995271,0.007713,861.300000,0.998340,0.031573,0.040322,13.628915,0.955562,0.146108,0.203516,125.312225,0.997680,0.037607,0.049015,20.712301,0.998650,0.028151,0.036076,97.979645
25,"[128, 256, 128]",3,256,0.000100,0.001000,0.200000,73604,1091,1392,5760,1440,0.011690,0.108118,0.058623,0.987537,0.002832,0.997168,0.009631,717.000000,0.999062,0.023638,0.030314,12.474639,0.954252,0.148752,0.206495,87.546547,0.997929,0.036292,0.046305,19.751234,0.998906,0.025809,0.032478,82.264656
26,"[128, 256, 512, 256]",4,512,0.005000,0.000000,0.000000,305412,674,975,5760,1440,0.011697,0.108152,0.056451,0.987517,0.000900,0.999100,0.011583,641.400000,0.999197,0.022330,0.028045,9.814027,0.953442,0.149668,0.208316,117.775185,0.998224,0.032184,0.042880,19.114962,0.999204,0.021621,0.027694,40.143879
27,"[64, 128, 256, 128]",4,256,0.000500,0.001000,0.000000,78980,630,931,5760,1440,0.011711,0.108217,0.058432,0.987514,0.003535,0.996465,0.008951,544.700000,0.998905,0.025733,0.032755,12.991426,0.954261,0.147333,0.206475,105.179695,0.998019,0.034412,0.045291,20.993647,0.998872,0.026250,0.032983,68.559639
28,"[256, 512, 256]",3,512,0.000500,0.001000,0.100000,278276,754,1055,5760,1440,0.011719,0.108254,0.058045,0.987510,0.004685,0.995315,0.007805,560.200000,0.998747,0.026724,0.035029,10.443105,0.954397,0.146353,0.206167,96.528038,0.997900,0.035013,0.046631,18.785561,0.998994,0.024090,0.031142,46.238773
29,"[128, 256, 128]",3,256,0.001000,0.001000,0.000000,73604,501,802,5760,1440,0.011720,0.108260,0.059518,0.987519,0.006933,0.993067,0.005548,416.200000,0.998593,0.027935,0.037128,10.501036,0.955093,0.145940,0.204589,112.225235,0.997670,0.037270,0.049112,18.246021,0.998720,0.026926,0.035124,45.512039
30,"[128, 256, 512, 256]",4,512,0.000100,0.001000,0.200000,305412,1023,1324,5760,1440,0.011721,0.108263,0.058113,0.987508,0.001742,0.998258,0.010750,817.100000,0.998919,0.025708,0.032537,10.257183,0.954410,0.145022,0.206138,118.679771,0.997871,0.034804,0.046953,20.015945,0.998830,0.026919,0.033579,60.428440
31,"[256, 512, 256]",3,512,0.001000,0.000100,0.000000,278276,453,754,5760,1440,0.011732,0.108312,0.059931,0.987504,0.004333,0.995667,0.008163,404.300000,0.998445,0.030106,0.039028,13.112519,0.954910,0.145803,0.205005,118.141029,0.997810,0.037235,0.047617,21.214207,0.998850,0.026581,0.033291,28.539055
32,"[256, 512, 512, 256]",4,512,0.005000,0.000010,0.000000,541956,762,1063,5760,1440,0.011736,0.108334,0.058499,0.987488,0.003537,0.996463,0.008975,659.600000,0.998888,0.025489,0.033012,10.393214,0.954215,0.147853,0.206578,96.592690,0.997967,0.035024,0.045882,21.484529,0.998884,0.025630,0.032801,26.413553
33,"[256, 512, 512, 256]",4,512,0.001000,0.000100,0.000000,541956,468,769,5760,1440,0.011741,0.108356,0.058013,0.987485,0.002675,0.997325,0.009840,473.500000,0.998835,0.026880,0.033784,10.290541,0.954323,0.144354,0.206335,123.277069,0.997938,0.034746,0.046203,21.124006,0.998844,0.026071,0.033382,77.750778
34,"[64, 128, 64]",3,128,0.001000,0.000000,0.000000,20420,648,949,5760,1440,0.011764,0.108460,0.059045,0.987464,0.003504,0.996496,0.009032,457.800000,0.998828,0.026450,0.033878,11.437541,0.954346,0.147084,0.206282,125.619316,0.997806,0.036789,0.047660,20.481464,0.998877,0.025856,0.032902,32.418987
35,"[256, 512, 256]",3,512,0.001000,0.001000,0.100000,278276,1437,1738,5760,1440,0.011764,0.108461,0.059304,0.987475,0.006972,0.993028,0.005552,921.700000,0.998678,0.027263,0.035992,10.487950,0.954911,0.145996,0.205002,108.550987,0.997502,0.038583,0.050853,18.842566,0.998809,0.025374,0.033883,96.745148
36,"[64, 128, 256, 128]",4,256,0.000100,0.000100,0.100000,78980,1103,1404,5760,1440,0.011776,0.108520,0.062639,0.987489,0.003665,0.996335,0.008846,822.600000,0.998182,0.032652,0.042198,11.150694,0.956617,0.142804,0.201086,99.120605,0.996908,0.043317,0.056581,26.177610,0.998249,0.031785,0.041088,60.161221
37,"[128, 256, 512, 256, 128]",5,512,0.005000,0.000010,0.000000,338052,449,750,5760,1440,0.011785,0.108559,0.061001,0.987464,0.005602,0.994398,0.006934,502.600000,0.998363,0.031225,0.040040,15.311819,0.955507,0.145198,0.203643,110.052254,0.997243,0.040547,0.053425,23.365255,0.998743,0.027037,0.034816,78.188469
38,"[128, 256, 128]",3,256,0.001000,0.001000,0.100000,73604,1376,1677,5760,1440,0.011795,0.108603,0.060069,0.987436,0.006396,0.993604,0.006169,888.800000,0.998562,0.029088,0.037536,11.732335,0.954616,0.147371,0.205672,99.890015,0.997783,0.036927,0.047909,20.246531,0.998783,0.026890,0.034259,59.395172
39,"[256, 512, 256]",3,512,0.000500,0.000010,0.000000,278276,426,727,5760,1440,0.011813,0.108689,0.054907,0.987384,0.001299,0.998701,0.011317,422.000000,0.999295,0.020398,0.026280,8.230090,0.952506,0.148640,0.210399,116.727867,0.998409,0.030677,0.040581,15.277841,0.999327,0.019913,0.025467,36.262383
40,"[128, 256, 256, 128]",4,256,0.000500,0.001000,0.200000,139908,1543,1844,5760,1440,0.011816,0.108702,0.061227,0.987418,0.004618,0.995382,0.007964,1166.700000,0.998269,0.032545,0.041173,16.044994,0.955058,0.147026,0.204667,100.040344,0.997806,0.035720,0.047659,21.539259,0.998538,0.029618,0.037543,69.695518
41,"[64, 128, 128, 64]",4,128,0.005000,0.000010,0.000000,37188,629,930,5760,1440,0.011819,0.108713,0.058416,0.987405,0.003673,0.996328,0.008923,522.700000,0.998771,0.026498,0.034696,12.232670,0.954137,0.146461,0.206753,111.409973,0.997872,0.035014,0.046944,24.726460,0.998838,0.025692,0.033466,38.678047
42,"[256, 512, 512, 256]",4,512,0.000100,0.001000,0.200000,541956,1395,1696,5760,1440,0.011824,0.108740,0.058866,0.987391,0.001569,0.998431,0.011040,1070.200000,0.998783,0.026518,0.034533,9.081835,0.953823,0.149073,0.207461,113.438652,0.998126,0.034070,0.044043,18.974764,0.998832,0.025803,0.033550,78.846634
43,"[64, 128, 256, 128]",4,256,0.001000,0.001000,0.200000,78980,1038,1339,5760,1440,0.011836,0.108796,0.062935,0.987413,0.007111,0.992890,0.005477,784.000000,0.998016,0.034060,0.044086,13.462345,0.955906,0.145331,0.202728,93.586830,0.997377,0.040935,0.052112,22.948055,0.998353,0.031417,0.039851,78.036201
44,"[128, 256, 256, 128]",4,256,0.000500,0.001000,0.100000,139908,967,1268,5760,1440,0.011851,0.108860,0.057826,0.987367,0.003860,0.996140,0.008772,801.800000,0.998801,0.026491,0.034266,14.025516,0.953768,0.145580,0.207585,120.921806,0.997923,0.034974,0.046369,20.643278,0.998977,0.024259,0.031406,36.696087
45,"[128, 256, 512, 256, 128]",5,512,0.000500,0.001000,0.100000,338052,1081,1382,5760,1440,0.011852,0.108868,0.060928,0.987384,0.003864,0.996136,0.008753,923.200000,0.998358,0.031375,0.040108,11.386431,0.955113,0.144442,0.204543,118.892014,0.997637,0.037553,0.049465,21.125849,0.998428,0.030343,0.038931,81.815018
46,"[128, 256, 128]",3,256,0.000500,0.001000,0.100000,73604,846,1147,5760,1440,0.011858,0.108895,0.058058,0.987360,0.004554,0.995446,0.008086,592.400000,0.998985,0.024390,0.031533,10.882000,0.953583,0.148033,0.208000,106.971428,0.997762,0.037116,0.048133,19.627829,0.999111,0.022694,0.029284,35.791904
47,"[64, 128, 64]",3,128,0.000500,0.001000,0.100000,20420,1381,1682,5760,1440,0.011866,0.108932,0.060248,0.987365,0.005119,0.994881,0.007516,937.200000,0.998693,0.027659,0.035782,11.750254,0.954512,0.147438,0.205906,118.187805,0.997523,0.038494,0.050637,24.188875,0.998731,0.027401,0.034975,85.028946
48,"[128, 256, 256, 128, 64]",5,256,0.001000,0.001000,0.100000,148036,1734,2000,5760,1440,0.011867,0.108935,0.062257,0.987373,0.004991,0.995009,0.007636,1372.400000,0.997977,0.034809,0.044517,15.717512,0.955478,0.147569,0.203709,109.880730,0.997627,0.036722,0.049566,20.778795,0.998411,0.029928,0.039141,76.338516
49,"[128, 256, 512, 256]",4,512,0.000500,0.000010,0.000000,305412,1279,1580,5760,1440,0.011867,0.108936,0.054235,0.987327,0.000600,0.999400,0.012074,979.400000,0.999353,0.019511,0.025182,8.844226,0.952220,0.148239,0.211030,119.720139,0.998384,0.029977,0.040906,14.588405,0.999349,0.019212,0.025050,28.571482
50,"[64, 128, 64]",3,128,0.000100,0.001000,0.100000,20420,1394,1695,5760,1440,0.011870,0.108950,0.061612,0.987365,0.004693,0.995307,0.007942,897.200000,0.998651,0.028372,0.036355,12.267331,0.954803,0.149662,0.205248,135.405624,0.997452,0.039441,0.051364,20.740471,0.998554,0.028974,0.037336,35.594120
51,"[128, 256, 256, 128, 64]",5,256,0.005000,0.000010,0.000000,148036,873,1174,5760,1440,0.011875,0.108971,0.059995,0.987350,0.003943,0.996057,0.008707,778.400000,0.998795,0.026283,0.034360,12.860294,0.954322,0.148907,0.206338,90.776924,0.997748,0.036297,0.048292,24.390186,0.998537,0.028494,0.037559,65.799370
52,"[128, 256, 256, 128]",4,256,0.001000,0.001000,0.000000,139908,1009,1310,5760,1440,0.011878,0.108984,0.062404,0.987367,0.005868,0.994132,0.006765,827.300000,0.998161,0.033156,0.042445,10.974676,0.955516,0.146625,0.203623,123.168968,0.997366,0.039763,0.052226,20.734791,0.998425,0.030071,0.038974,26.400530
53,"[64, 128, 64]",3,128,0.001000,0.000010,0.000000,20420,646,947,5760,1440,0.011896,0.109067,0.060147,0.987332,0.003446,0.996554,0.009222,485.400000,0.998728,0.027718,0.035295,10.909590,0.954337,0.147320,0.206302,117.751328,0.997573,0.038102,0.050131,17.462751,0.998690,0.027449,0.035541,37.756004
54,"[128, 256, 512, 256]",4,512,0.001000,0.001000,0.200000,305412,1458,1759,5760,1440,0.011898,0.109077,0.060346,0.987331,0.006076,0.993924,0.006593,1085.900000,0.998519,0.029385,0.038083,12.287343,0.954551,0.146313,0.205819,109.156166,0.997640,0.037176,0.049430,21.950806,0.998614,0.028509,0.036555,62.269932
55,"[256, 512, 512, 256]",4,512,0.000500,0.001000,0.100000,541956,809,1110,5760,1440,0.011900,0.109088,0.058768,0.987313,0.004535,0.995465,0.008151,701.800000,0.998807,0.026606,0.034180,10.325734,0.953522,0.148287,0.208136,141.205490,0.997955,0.035223,0.046015,19.129223,0.998968,0.024955,0.031536,41.350788
56,"[128, 256, 256, 128]",4,256,0.001000,0.001000,0.200000,139908,1860,2000,5760,1440,0.011903,0.109102,0.061299,0.987339,0.006120,0.993880,0.006541,1256.700000,0.998215,0.031801,0.041812,11.991446,0.955229,0.146018,0.204279,115.462784,0.997274,0.039221,0.053124,19.292404,0.998639,0.028157,0.036230,53.099457
57,"[256, 512, 512, 256]",4,512,0.000100,0.001000,0.100000,541956,917,1218,5760,1440,0.011909,0.109131,0.058490,0.987306,0.001363,0.998637,0.011332,762.700000,0.998949,0.025546,0.032088,11.730074,0.953552,0.147767,0.208068,97.804871,0.997831,0.035254,0.047386,22.498281,0.998890,0.025394,0.032719,46.205391
58,"[256, 512, 512, 256]",4,512,0.001000,0.001000,0.000000,541956,659,960,5760,1440,0.011912,0.109144,0.063400,0.987334,0.006833,0.993167,0.005833,593.600000,0.998131,0.033101,0.042785,12.132116,0.955762,0.146622,0.203058,134.013565,0.997290,0.041164,0.052974,24.412497,0.998153,0.032712,0.042195,37.739555
59,"[64, 128, 256, 256, 128]",5,256,0.000500,0.001000,0.100000,145284,878,1179,5760,1440,0.011913,0.109147,0.060485,0.987312,0.004044,0.995956,0.008645,794.700000,0.998318,0.031104,0.040588,13.355993,0.954288,0.148833,0.206414,123.876755,0.997773,0.036146,0.048023,20.021065,0.998867,0.025855,0.033044,71.078850
60,"[128, 256, 512, 256]",4,512,0.000100,0.000010,0.100000,305412,503,804,5760,1440,0.011919,0.109175,0.061149,0.987312,0.002427,0.997573,0.010261,492.500000,0.998533,0.029619,0.037907,9.393520,0.954569,0.147218,0.205777,96.900108,0.997485,0.039364,0.051032,21.135387,0.998661,0.028395,0.035933,56.081081
61,"[256, 512, 256]",3,512,0.000100,0.000100,0.200000,278276,338,639,5760,1440,0.011926,0.109205,0.062004,0.987314,0.003790,0.996210,0.008897,347.200000,0.998501,0.029853,0.038325,14.713138,0.954909,0.147894,0.205006,95.064201,0.997189,0.041902,0.053945,20.203800,0.998655,0.028368,0.036006,62.539509
62,"[128, 256, 512, 256]",4,512,0.001000,0.000100,0.000000,305412,444,745,5760,1440,0.011938,0.109260,0.059246,0.987272,0.004400,0.995600,0.008328,470.800000,0.998839,0.026864,0.033717,12.382051,0.953423,0.148569,0.208357,133.998276,0.998039,0.034179,0.045055,17.776834,0.998785,0.027372,0.034223,27.110205
63,"[64, 128, 256, 128]",4,256,0.000100,0.000010,0.100000,78980,776,1077,5760,1440,0.011942,0.109280,0.064317,0.987307,0.004160,0.995840,0.008532,621.000000,0.998084,0.033946,0.043320,12.358155,0.955876,0.146655,0.202797,100.170303,0.997145,0.043039,0.054370,25.469469,0.998124,0.033630,0.042531,64.695595
64,"[128, 256, 512, 256]",4,512,0.000100,0.000100,0.200000,305412,822,1123,5760,1440,0.011946,0.109297,0.060685,0.987285,0.002103,0.997897,0.010611,688.500000,0.998535,0.029051,0.037880,9.097534,0.954545,0.146682,0.205833,107.163864,0.997408,0.038586,0.051800,19.313938,0.998653,0.028420,0.036031,89.813766
65,"[64, 128, 256, 128]",4,256,0.005000,0.000100,0.000000,78980,860,1161,5760,1440,0.011947,0.109303,0.060516,0.987284,0.007309,0.992691,0.005407,673.600000,0.998609,0.028360,0.036918,9.497311,0.954567,0.145673,0.205783,99.350899,0.997389,0.039347,0.051998,22.963264,0.998573,0.028684,0.037092,40.300903
66,"[128, 256, 512, 256]",4,512,0.000100,0.001000,0.100000,305412,838,1139,5760,1440,0.011949,0.109312,0.058168,0.987263,0.001532,0.998468,0.011205,704.000000,0.998849,0.025461,0.033579,9.444327,0.953392,0.147097,0.208428,118.346008,0.997866,0.035112,0.047001,21.521818,0.998944,0.025002,0.031903,43.153061
67,"[256, 512, 512, 256]",4,512,0.001000,0.000010,0.000000,541956,951,1252,5760,1440,0.011961,0.109366,0.055175,0.987230,0.000552,0.999448,0.012217,774.900000,0.999247,0.020398,0.027152,9.402205,0.952120,0.149982,0.211251,109.380707,0.998306,0.030344,0.041876,19.551455,0.999248,0.019975,0.026933,25.129107
68,"[64, 128, 64]",3,128,0.001000,0.001000,0.100000,20420,1143,1444,5760,1440,0.011964,0.109379,0.062284,0.987273,0.006758,0.993242,0.005969,746.600000,0.998184,0.032448,0.042177,11.047016,0.955112,0.146810,0.204545,121.867493,0.997396,0.039532,0.051922,22.667253,0.998401,0.030346,0.039264,57.554482
69,"[128, 256, 128]",3,256,0.001000,0.000000,0.000000,73604,306,607,5760,1440,0.011970,0.109409,0.061428,0.987259,0.003698,0.996302,0.009043,304.000000,0.998675,0.027711,0.036028,10.851093,0.954276,0.150357,0.206440,119.612976,0.997342,0.040137,0.052459,25.450689,0.998741,0.027508,0.034840,57.211067
70,"[128, 256, 128]",3,256,0.000500,0.000100,0.000000,73604,343,644,5760,1440,0.011972,0.109415,0.060403,0.987251,0.003676,0.996324,0.009073,326.700000,0.998745,0.027074,0.035069,9.946391,0.953946,0.149429,0.207184,90.721756,0.997511,0.038840,0.050767,21.917242,0.998803,0.026270,0.033967,47.526382
71,"[128, 256, 256, 128]",4,256,0.001000,0.000100,0.000000,139908,718,1019,5760,1440,0.011972,0.109417,0.057377,0.987228,0.002995,0.997005,0.009777,641.500000,0.998941,0.024484,0.032213,10.597535,0.952718,0.148912,0.209928,116.646965,0.998164,0.033007,0.043599,21.431814,0.999087,0.023106,0.029661,55.453667
72,"[128, 256, 128]",3,256,0.000500,0.000010,0.100000,73604,341,642,5760,1440,0.011972,0.109418,0.062757,0.987273,0.004253,0.995747,0.008474,333.600000,0.998299,0.031976,0.040820,12.937067,0.955329,0.147244,0.204050,105.456032,0.997012,0.041896,0.055617,21.464573,0.998451,0.029913,0.038640,23.249132
73,"[128, 256, 128]",3,256,0.000100,0.001000,0.000000,73604,537,838,5760,1440,0.011995,0.109522,0.058401,0.987213,0.002745,0.997255,0.010042,422.900000,0.998946,0.025208,0.032139,11.124166,0.953142,0.146423,0.208984,93.103317,0.997877,0.036133,0.046880,17.169371,0.998885,0.025839,0.032786,30.224314
74,"[128, 256, 128]",3,256,0.000500,0.000010,0.200000,73604,619,920,5760,1440,0.011998,0.109535,0.063589,0.987246,0.003512,0.996488,0.009242,465.800000,0.998421,0.031064,0.039328,11.578436,0.955248,0.147294,0.204233,112.515518,0.996968,0.043247,0.056030,22.453119,0.998346,0.032751,0.039933,110.758575
75,"[128, 256, 128]",3,256,0.000100,0.000100,0.200000,73604,1218,1519,5760,1440,0.012002,0.109552,0.061069,0.987220,0.002963,0.997037,0.009817,766.900000,0.998624,0.028726,0.036717,13.358444,0.954167,0.149156,0.206687,79.019798,0.997621,0.036483,0.049635,19.921026,0.998470,0.029913,0.038413,47.326828
76,"[128, 256, 128]",3,256,0.000500,0.001000,0.000000,73604,660,961,5760,1440,0.012006,0.109570,0.059337,0.987200,0.004172,0.995828,0.008628,495.400000,0.998763,0.026717,0.034806,10.980212,0.953069,0.151060,0.209147,94.100311,0.997940,0.035556,0.046179,18.645721,0.999029,0.024015,0.030598,25.848524
77,"[64, 128, 128, 64]",4,128,0.001000,0.001000,0.100000,37188,1286,1587,5760,1440,0.012007,0.109575,0.063414,0.987237,0.006481,0.993519,0.006282,936.500000,0.997751,0.035873,0.046933,14.457824,0.955550,0.146851,0.203544,110.514832,0.997221,0.041079,0.053640,21.685230,0.998427,0.029852,0.038938,58.408508
78,"[64, 128, 128, 64]",4,128,0.000500,0.001000,0.100000,37188,1244,1545,5760,1440,0.012032,0.109689,0.063297,0.987209,0.004298,0.995702,0.008493,886.400000,0.997898,0.034410,0.045380,15.483055,0.955426,0.146762,0.203827,128.877335,0.997242,0.040897,0.053434,20.756790,0.998272,0.031118,0.040820,90.766754
79,"[128, 256, 512, 256, 128]",5,512,0.000500,0.001000,0.200000,338052,1816,2000,5760,1440,0.012033,0.109693,0.062520,0.987199,0.004330,0.995670,0.008471,1338.700000,0.998033,0.033968,0.043897,11.434238,0.954974,0.146228,0.204859,121.751442,0.997550,0.037591,0.050361,18.510105,0.998237,0.032292,0.041230,76.672775
80,"[128, 256, 128]",3,256,0.000100,0.000100,0.100000,73604,626,927,5760,1440,0.012045,0.109749,0.061680,0.987181,0.003562,0.996438,0.009257,467.900000,0.998650,0.028751,0.036369,13.307766,0.954130,0.149205,0.206771,91.904533,0.997311,0.040591,0.052760,23.895193,0.998632,0.028173,0.036313,47.238152
81,"[256, 512, 512, 256]",4,512,0.001000,0.001000,0.200000,541956,1016,1317,5760,1440,0.012047,0.109761,0.061204,0.987172,0.006378,0.993622,0.006449,843.400000,0.998487,0.029746,0.038504,11.209720,0.953958,0.148817,0.207157,117.338387,0.997570,0.038243,0.050155,19.444090,0.998675,0.028009,0.035746,87.510246
